state,district,state_id,district_id,data_name,external_id,data_id,category,phone_1,is_duplicate,downvotes,upvotes,created_job,email,price,title,address,comment,deleted,phone_2,pincode,latitude,longitude,created_by,created_on,Assigned_to,description,source_link,verified_by,resource_type,last_verified_on,quantity_available,verification_status,city,pin_code,resource type,hospital_available_icu_beds,hospital_available_normal_beds,hospital_available_oxygen_beds,hospital_available_ventilator_beds,oxygen supplier willing to join WhatsAppBot
Rajasthan,Udaipur,30,532,COVIDFYI,4cc4e799-2a08-4821-9d95-be2f31ca13fd,1656,medicine,0294- 2411876,False,0,0,8,modidistributors20@gmail.com,,MODI DISTRIBUTORS,"20,PARHSAWANATH DAWA BAZAR,HAZARESHWAR  COLONY,UDAIPUR,UDAIPUR,313001",,False,,313001,24.5909517,73.6946212,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Gujarat,Surat,14,200,COVIDFYI,db16fe02-4968-478e-ada7-2df1bc80db72,1612,medicine,9825956301,False,0,0,8,svk_royal@yahoo.in,,ROYAL DISTRIBUTORS,"301 TO 305 3RD FLOORSURAT DAWA BAZAARB/H KIRAN HOSPITAL, VASAT  DEVDI RDKATARGAMSURAT,SURAT,395004",,False,,395004,21.2190018,72.8366558,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Nashik,22,383,COVIDFYI,27890e7b-7ce0-4716-ae65-c352a7950580,1313,medicine,9371544000,False,0,0,8,ratnakarwani502@gmail.com,,SHRI SWAMI SAMARTH AGENCIES,"GALA NO 3 , JANAKI PLAZAGOLE COLONYNASHIK,NASHIK,422002",Fabiflu stock available. Remdesivir not available,False,,422002,20.006369,73.783751,,,,Remdesivir distribution list,,Bharath Alur,"Remdesivir,Fabiflu",27/4/2021 6:48pm,,Available and verified,,,,,,,,
Maharashtra,Solapur,22,393,COVIDFYI,24567d3a-3c59-499d-8eb1-75762c0b6658,1611,medicine,02185-223824/942,False,0,0,8,janataakluj@gmail.com,,JANATA MEDICAL STORES,"PHARMACUITICAL DISTRIBUTORS""""""SWAPNAPURI"""" SANGRAM  NAGAR""MALSHIRAJ ROAD AKLUJDIST SOLAPUR,AKLUJ,413101",,False,,413101,17.8911651,75.0068994,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Punjab,Bathinda,29,480,COVIDFYI,1257a824-e45d-46cc-a573-11b90c0f8c6c,1309,medicine,9814870373,False,0,0,8,smdist@rediffmail.com,,S M MEDICAL AGENCIES,"S C F 8 THE MALL GANDHI MARKETBATHINDA,BATHINDA,151001",Not Reachable,False,,151001,30.210994,74.9454745,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:47pm,,Unresponsive,,,,,,,,
Delhi (NCT),New Delhi,12,158,COVIDFYI,82e835fd-6188-468d-8075-ec5db51052d8,1964,medicine,9999877627,False,0,0,8,,,Mayank @ Spandan Pharma,C-18 Third Floor Community Centre Janak Puri New Delhi 11058,,False,,,28.6288696,77.0912057,,,,,https://twitter.com/mygovindia/status/1386013218116575233/photo/3,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Andhra Pradesh,Guntur,5,23,COVIDFYI,937dd564-3fe4-47b5-a328-e1350f998cc4,1467,medicine,9989011088,False,0,0,8,,,ALARIC ENTERPRISES,"DOOR NO 12/570 CELLORE BESIDE 3RD LIFTSOWMYA NAGAR NEAR  VARADHITADEPALLIMANGALAGIRI,MANGALAGIRI,522501",Switched off.,False,,522501,45.4858116,11.1778034,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,23/4/2021 6:39pm,,Unresponsive,,,,,,,,
Maharashtra,Washim,22,396,COVIDFYI,10220992-2a28-453f-901c-ced4835b97be,1579,medicine,07252-233023,False,0,0,8,dagdiyadistributor@gmail.com,,DAGDIYA DISTRUBUTORS,"PLOT NO. 74, SHEETNO.36 ,INFRONT OF COURT, CIVIL  LINESWASHIM,WASHIM,444505",,False,,444505,20.1119123,77.1312586,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Uttar Pradesh,Lucknow,35,657,COVIDFYI,da3bbb63-7d56-4b6c-90e4-aa8150239451,1512,medicine,9839063042,False,0,0,8,dnassociates.lko@gmail.com,,D.N.ASSOCIATES,"SUGNAMAL MARKET,1ST FLOORSHOP NO.839, AMINABAD ,  LUCKNOWLUCKNOW,LUCKNOW,226018",Out of network area,False,,226018,26.8469898,80.9284104,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,23/4/2021 7:06pm,,Unresponsive,,,,,,,,
Delhi (NCT),North West Delhi,12,161,COVIDFYI,7f03bd9b-a175-418f-abb9-1496c1ba4a80,1344,medicine,9818222450,False,0,0,8,,,Evergreen chemist,"MGS Hospital, Punjabi bagh",They have Fabiflu,False,,,28.6739206,77.1346648,,,,Fabiflu,,Bharath Alur,Fabiflu,27/4/2021 6:49pm,,Available and verified,,,,,,,,
Andhra Pradesh,Visakhapatnam,5,29,COVIDFYI,26f03cfc-b6e0-4cd8-84c5-9987bdb7d673,1290,medicine,9849185987,False,0,0,8,vardhmanvizag@gmail.com,,VARDHMAN SPECIALITIES,"30 11 19 2FLAT NO 101 102GROUND FLR SHREE SUBHADRA CASTLELAKSHMI  STREETDABA GARDENS,VISAKHAPATNAM,530020","Out of stock, not sure when they will be restocked",False,,530020,17.716122,83.3000947,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:47pm,,Unavailable but verified,,,,,,,,
Maharashtra,Ahmednagar,22,362,COVIDFYI,326b7137-f09e-4087-99bd-7e6d20beb467,1690,medicine,8208982265,False,0,0,8,rathod.medical1@gmail.com,,M/s. Rathod Medical & General stores,Ahmednagar,8.21E+09,False,,,19.0948287,74.7479789,,,,,,Bharath Alur,"Fabiflu,Others",27/4/2021 6:28pm,,Pending,,,,,,,,
Punjab,Ludhiana,29,489,COVIDFYI,ae161005-f134-4bf4-b924-1172de37e389,1326,medicine,9998921554,False,0,0,8,,,Ambika Medicals,Prahladnagar,Not Available   Not picking up,False,,,23.0120338,72.510754,,,,For Fabiflu,,Bharath Alur,,27/4/2021 6:48pm,,Unavailable but verified,,,,,,,,
Maharashtra,Mumbai Suburban,22,379,COVIDFYI,31bf33e9-1edb-4c45-8f96-313a07fa2a49,1266,medicine,022 2890 0154/28,False,0,0,8,ab.pharmaceutical@gmail.com,,A B PHARMA,"1ST FLOOR, A WING, SHREE SAI TOWER,BORIVALI ( WEST )SODAWALA  LANE,NEAR OM SAI HOSPITAL,,MUMBAI,400092",,False,,400092,19.23286,72.8513945,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:29pm,,,,,,,,,,
Punjab,Bathinda,29,480,COVIDFYI,9f7939a7-bff0-48d0-8920-5629cdad2f35,1342,medicine,0164-2235902,False,0,0,8,garg@gargpharma.com,,Garg Pharmaceuticals,"MCB-Z1-10430 Near Kesri DrycleanerGandhi MarketBathinda,Bathinda,151001",Not Available,False,,151001,30.210994,74.9454745,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:49pm,,Unavailable but verified,,,,,,,,
Maharashtra,Pune,22,387,COVIDFYI,4b72b7c1-fa33-4656-86a8-9935a853efe2,1987,medicine,9987425859,False,0,0,8,,,"Office of the Joint Commissioner,Guruwar peth pune,Pune-Zone3",Pune-Zone3,Phone busy,False,,,18.553038,73.9509586,,,,Medicines - Remdesivir,,Bharath Alur,,27/4/2021 6:28pm,,Pending,,,,,,,,
Delhi (NCT),New Delhi,12,158,COVIDFYI,b71d45be-175b-4582-acff-a1fd6301b4c3,1848,medicine,9136133470,False,0,0,8,,,Pawan Jha,Delhi,Will be available on 25 April,False,,,28.7040592,77.1024902,,,,,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Pune,22,387,COVIDFYI,2d64626b-b829-45ac-97a2-fa9e553a106f,1641,medicine,020-27426343,False,0,0,8,greatindiadistributors@gmail.com,,GREAT INDIA PHARMACEUTICALS,"SHOP NO 38 - 39, GROUND FLOOR,SR. NO 244A-2, 244A-3, 244-7CST NO 4533,  DAWA BAZAAR,CHINCHAWAD STATION, CHINDCHAWAD,PIMPRI,411019",,False,,411019,18.639101,73.7942015,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Beed,22,366,COVIDFYI,4631ed81-6acf-485b-a084-e86b40a03a03,1297,medicine,02442 - 224153,False,0,0,8,venkateshbeed@gmail.com,,MS VENKATESH MEDICALS (BEED),"HOUSE NO 2-11-296, UNDER GROUND & UD. P. ROADBEHIND VAIDNATH BANK  ,,BEED,431122",Not available. Available at Civil Hospital Beed,False,,431122,,,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:47pm,,Unavailable but verified,,,,,,,,
Maharashtra,Jalna,22,375,COVIDFYI,9175a8bd-f49b-4892-a8d6-3632dd199955,1652,medicine,2482237337,False,0,0,8,sudhirmantri2010@gmail.com,,MS SUDHIR AGENCIES,"SHOP NO. 2 , H. NO 3842 ,R. P. RDBESIDE SHRI RAM MANDIR ,,Jalna,431203",,False,,431203,19.8898177,75.841775,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
West Bengal,North 24 Parganas,37,711,COVIDFYI,010a42a3-8355-40b6-843f-dc2559ba3038,1744,medicine,8657311088,False,0,0,8,info.availibility@cipla.com,,Cipla,,,False,,,,,,,,,,Bharath Alur,Others,27/4/2021 6:28pm,,Pending,,,,,,,,
Punjab,Ludhiana,29,489,COVIDFYI,1da55c2d-2bee-46a4-967c-c94bba6fb470,1360,medicine,7940305067,False,0,0,8,obenterprise2012@gmail.com,,O.B. ENTERPRISE,"WORLD BUSINESS HOUSEOPP KRUPA PETROL PUMPNEAR PARIMAL  GARDENELLIS BRIDGEAHMEDABAD,AHMEDABAD,380015",,False,,380015,23.0292305,72.5639868,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,23/4/2021 6:25pm,,Unresponsive,,,,,,,,
Maharashtra,Thane,22,394,COVIDFYI,969a0ea8-fa3b-455b-a72b-6a7a5a1436e2,1492,medicine,9823257869,False,0,0,8,pranicenterprisespalghar@gmail.com,,PRANIC HEALTHCARE DISTRIBUTORS,"SHOP NO.1 & 2 ,KALPATARU CLASSIC,CHAKRADHAR NAGARS.T.DEPOT RD,  NALASOPARA ( W )DIST THANE,NALASOPARA ( W ),401203",,False,,401203,49.1844444,-123.1019444,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,23/4/2021 6:32pm,,Unresponsive,,,,,,,,
Telangana,Hyderabad,33,571,COVIDFYI,b0a2501d-fb64-4bbd-848f-c3a50d1c71dd,1378,medicine,040-44186568,False,0,0,8,kon.medipur@kimshospitals.com,,CENTRAL PHARMACY (KIMS HOSPITAL,"ENTERPRISES PRIVATE LIMITED)-KONDAPURKONDAPURSHERLINGAMPALLYS  NO.55/EE, 06TH FLOORKONDPAUR,HYDERABAD,500084",Busy,False,,500084,17.4707751,78.3587426,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,23/4/2021 7:39pm,,Unresponsive,,,,,,,,
Telangana,Hyderabad,33,571,COVIDFYI,64c0ae17-513d-4ad5-86bf-de2c18d0f2a9,1496,medicine,9930191705,False,0,0,8,Pharmaplus.dis@gmail.com,,PHARMA PLUS,"D.No. 1-8-229/10/4PRENDERGHAST RDPART OF FIRST  FLR,SECUNDERABAD,500003",Not Available   busy,False,,500003,17.4369259,78.4894015,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:30pm,,Unresponsive,,,,,,,,
Bihar,Patna,8,112,COVIDFYI,05d88a7b-f5e6-47de-856e-f6cbdbd79faa,1413,medicine,9431063952,False,0,0,8,newpuranmedagency@gmail.com,,NEW PURAN MEDICAL AGENCY,"SARRAF PALACE, GOVIND MITRA RDP.O. BANKIPUR, P.S.  PIRBAHORE,PATNA,800004",Switched off.,False,,800004,25.6175761,85.1597353,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,23/4/2021 6:40pm,,Unresponsive,,,,,,,,
Uttar Pradesh,Agra,35,608,COVIDFYI,aaddd40b-d7c9-4963-bd0e-4c8853f04ea4,1728,medicine,0562 2269304,False,0,0,8,,,Rathi medical,"20, BRG Market, fountain, Agra",,False,,,27.1766701,78.0080745,,,,,Twitter,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Delhi (NCT),New Delhi,12,158,COVIDFYI,bddfc379-1758-427f-80d9-63f737dbcdf5,2012,medicine,9803300008,False,0,0,8,,,Anilesh Rai,"AAR AAR Healthcare, 18, East of Kailash, Greater Kailash, New Delhi - 110065",,False,,110065,28.5576325,77.2453121,,,,,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,bc4c4e45-ac18-43c4-b821-7aee09609742,1805,medicine,022 22062944/ 45,False,0,0,8,,,MILTON LIFECARE PVT LTD,"B-103, FIRST FLOOR,KALBADEVI ROAD30, JAMBHULWADI,RAMJI HOUSE  PREMISES SOCIETY LTD,MUMBAI,400002",,False,,400002,18.9445873,72.8286937,,,,Remdesivir Distributor,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Buldhana,22,368,COVIDFYI,ba6ef34e-5c46-4882-96a8-dc61cc4d5427,1537,medicine,0291-2615120/,False,0,0,8,rarunapharmaceutical@gmail.com,,RARUNA PHARMACEUTICALS,"OPP. RAJDAN MANSIONJALORI GATE,JODHPUR,342001",Not in service,False,,342001,26.2853397,73.0171256,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,24/4/2021 8:25pm,,Invalid,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,COVIDFYI,20a8cde0-fda7-49e2-94ea-334f9f17f0a1,2014,medicine,"080-22212449, 080-22124437  9844329394",False,0,0,8,,,Chetak Pharma,"Chetak Pharma No.A-1, Devatha Plaza, No.131/132, Basement Floor, Residency Road, Bangalore - 560025, opposite Bishop Cotton Boys School","Ran out of stock. Exoect restock on 24 April end of day. They have no assistance to deliver over the weekend, but expect to be able to offer delivery starting Monday (26th April). The landline number works, additional number is 9844329394 (satish)",False,,,12.9678887,77.6003052,,,,Medicine,,Bharath Alur,Fabiflu,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Latur,22,377,COVIDFYI,0dbd6def-897e-42ea-8ffe-b3ef00f3b85e,1564,medicine,9890049169,False,0,0,8,kotalwaragencies@gmail.com,,KOTALWAR AGENCIES,"ARYA SAMAJ SHOPPING COMPLEXSHOP NO 1,2 NEAR GANDHI MARKETLATUR  413 512,LATUR,413512",,False,,413512,18.435351,76.606611,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Gujarat,Surat,14,200,COVIDFYI,60e07a34-5de1-479b-ad78-6cd53cf42bd5,1567,medicine,9824179071,False,0,0,8,bhooladistributors9@gmail.com,,BHOOLA DISTRIBUTORS,"12/1234-35, 1739-BVANKI BORDI MAIN ROAD,TAKSHASHILA  APARTMENT,SHAHPORE,SURAT,395003",,False,,395003,21.201481,72.8248189,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Madhya Pradesh,Jabalpur,21,333,COVIDFYI,c8956c61-bac8-401b-b6b9-8b5e3fdb618a,1352,medicine,0761-4005045,False,0,0,8,virajpharmajbp@rediffmail.com,,VIRAJ PHARMA,"1ST FLOOR, JDA BUILDINGOPP. JDA OFFICE CIVIC CENTER,JABALPUR,482002",no answer,False,9713995045,482002,23.1691519,79.9116834,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,24/4/2021 11:22am,,Unresponsive,,,,,,,,
Maharashtra,Chandrapur,22,369,COVIDFYI,80c5db24-aa55-4203-8be3-9c4ae8fd3f31,1601,medicine,07172-2534942521,False,0,0,8,shrimanolaxmiagencies@gmail.com,,SHREE MANOLAXMI AGENCIES,"SHOP NO 9 AND 10MEDICINE COMPLEXEKORI WARD NO  1CHANDRAPUR,CHANDRAPUR,442402",,False,,442402,19.9926031,79.2789407,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Kerala,Ernakulam,1,7,COVIDFYI,71569a1c-f157-42fd-9433-ca280e17ff25,1280,medicine,9895276724,False,0,0,8,avighnacoc@gmail.com,,AVIGHNA ASSOCIATES CANANNORE,"V 188 G 1ST FLOOR THRIKKAKARACOCHIN PUBLIC SCHOOL  ROADKANAYANNURTHRIKKAKARAERNAKULAM,ERNAKULAM,682021","Unavailable in stock, Not sure when again available",False,,682021,10.047943,76.3695167,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:47pm,,Unavailable but verified,,,,,,,,
Maharashtra,Ahmednagar,22,362,COVIDFYI,0e05669c-a89a-4778-ab9b-5c3971531df7,1334,medicine,9420037963,False,0,0,8,vishalsh74@gmail.com,,M/s. Prasanna Medical & General Sto,"Gala No. 1 Ground Floor , Milkat No 457/2,Cts No.1287, Near Vithhal Mandir,Main  Road, At Post, Jamkhed,Taluka Jamkhed District Ahmednagar,,Ahmednagar,413201",He gets the stock every 3-4 days once but gives it to district administration and distributes to the hospitals as per advice from the collectorate,False,,413201,18.7380109,75.312064,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:49pm,,Unavailable but verified,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,COVIDFYI,ba6c1117-fcf2-441b-9c90-6077ff9c5eee,1468,medicine,080-40007979,False,0,0,8,admin@medihauxehealth.com,,Medihauxe Healthcare Private Limite,"NO: 38, 1st FloorK.H. CircleOpp. Lalbagh Gate, Hosur Road,Bangalore,560027","Ringing, but no one is picking up",False,,560027,12.954077,77.585677,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,23/4/2021 6:59pm,,Unresponsive,,,,,,,,
Maharashtra,Dhule,22,370,COVIDFYI,c956e23f-8717-4856-b88b-a05f70fc0ef8,1678,medicine,9423979686,False,0,0,8,unique.corporation11042008@gmail.com,,UNIQUE CORPORATION,"OPP MEIDCINE MARKETGURJKUNJ LANE NO 4DHULE,DHULE,424001",,False,,424001,20.9053318,74.7780527,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Rajasthan,Jaipur,30,515,COVIDFYI,2df4fedd-243b-4833-92ac-8de0ed5c329f,1327,medicine,9819072338,False,0,0,8,aushadhdistributors15@gmail.com,,AUSHADH DISTRIBUTORS (UDAIPUR),"A-06, FF-04, NEAR BIG BOSS STUDIO,GOVIND MAR, ADARSH  NAGAR,JAIPUR,302001",Currently not in stock,False,,302001,26.8988549,75.8217345,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:49pm,,Unavailable but verified,,,,,,,,
Gujarat,Vadodara,14,198,COVIDFYI,bb5b93ae-e167-480d-bfe0-909deb17140d,1632,medicine,265,False,0,0,8,allied.firoz@gmail.com,,ATC PHARMA PVT. LTD.,"MILKAT NO. 08, 22903 021, 4TH FLOORPATEL COMPLEXPATNI  MOHALLAWADIWADI, RAOPURA,BARODA,390001",Incomplete number,False,,390001,22.3033187,73.2002291,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Nashik,22,383,COVIDFYI,9429071f-c37e-4714-b285-c7e178368509,1587,medicine,9422770985,False,0,0,8,mukeshdhage@rathi.com,,S.R.MEDICALS,"SHOP NO 14, JOSHI SANKOOLGOLE COLONYNASIKX,NASHIK,422002",,False,,422002,20.0054436,73.7826853,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Uttar Pradesh,Ghaziabad,35,638,COVIDFYI,f8389e5a-dc4b-43d0-b46a-282523cabb7c,1724,medicine,91 9810741402,False,0,0,8,,,Nirmal pharmacy,"Nirmal Pharmacy, Dasna Marg, Pocket E, Maliwara, CHOWK, Ghaziabad, Uttar Pradesh",,False,,,28.6677628,77.4356923,,,,,Twitter,Bharath Alur,Fabiflu,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Satara,22,391,COVIDFYI,80080956-2819-42c2-bc23-af2936fe638b,1651,medicine,02162-229433/229,False,0,0,8,sataradistributors@gmail.com,,SATARA DISTRIBUTORS (CHQ),"BASAPPA PETHRADHIKA ROADSATARASATARA,SATARA,415002",,False,,415002,17.6874694,73.990211,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Punjab,Jalandhar,29,487,COVIDFYI,c56c89c6-33a4-4778-82d0-9bcc624b3faf,1510,medicine,0181-4611959   9316461959,False,0,0,8,shankarmedico.gaurav@gmail.com,,SHANKAR MEDICOS,"1-SHANKAR PALACEDILKUSHA MARKETJALANDHAR,JALANDHAR,144001",No response,False,,144001,31.3249007,75.5793721,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,24/4/2021 6:43pm,,Unresponsive,,,,,,,,
Gujarat,Kachchh,14,184,COVIDFYI,81ba9406-696e-4cb2-b3ec-7d0563811f0a,1486,medicine,9227626222,False,0,0,8,rdabhuj@gmail.com,,Relief Drug Agency Bhuj,"Shop No. 45, ''A'' Wing,Katira ComplexR T O Relocation SiteBhujKachchh,Bhuj,370011",Busy,False,,370011,23.2419997,69.6669324,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,24/4/2021 12:28pm,,Unresponsive,,,,,,,,
Maharashtra,Solapur,22,393,COVIDFYI,d542aa59-8c5b-4eac-b0c4-2ac4f5511acb,1635,medicine,9730038395/94233,False,0,0,8,shreemanjushreepharma@gmail.com,,SHREE MANJUSHREE PHARMA(CHQ),"PANDE CHOWK , 1ST FLOORC/O DIVYA RATNA BUILDINGBARSHI  413401BARSHI,BARSHI,413401",,False,,413401,18.2333856,75.6941478,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Karnataka,Dharwad,19,291,COVIDFYI,44349092-dd38-4c70-8c16-a63eee8bb8ff,1495,medicine,0836-2337861/62,False,0,0,8,vamanpharmahub@gmail.com,,VAMAN PHARMA Pvt... LTD HUBLI,"PLOT NO.SPL-9,1ST FLOORM.T SAGAR , INDUSTRAIL AREAGOKUL  Rd..,HUBLI,580030","First number is invalid, second one is not picking up",False,,580030,15.3500651,75.0903154,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,23/4/2021 7:17pm,,Unresponsive,,,,,,,,
Maharashtra,Mumbai Suburban,22,379,COVIDFYI,27b2bb13-101c-4eb0-a0b0-9311e6ef26c9,1377,medicine,26823111,False,0,0,8,,,MLC Health Specialities LLP,"234, 2nd Floor, Hubtown SolarisN S PhadkeOpp. Teli GaliAndheri  East,MUMBAI,400069",,False,,400069,19.1148576,72.8499632,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,23/4/2021 8:00pm,,Unresponsive,,,,,,,,
West Bengal,Kolkata,37,707,COVIDFYI,c47335dd-277e-41b9-a266-af53307a9d17,1777,medicine,8017971285,False,0,0,8,,,Vivek Jain,Kolkata,,False,,,22.572646,88.363895,,,,,https://twitter.com/palakzat/status/1386249971268145161,Bharath Alur,Fabiflu,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,47c8184e-b1ca-444e-ab48-f8160e69a6be,1807,medicine,022-25665454,False,0,0,8,,,AMBAJI DISTRIBUTION CENTRE,"PART A, 221, CRAFTS DE FLUORCSENTGOREGAON MULUND LINK RdOPP. L B S  MARG,BHANDUP WESTMUMBAI - CENTRAL,MUMBAI,400078",,False,,400078,19.1607111,72.9463821,,,,Remdesivir Distributor,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Uttar Pradesh,Lucknow,35,657,COVIDFYI,9b379b05-a808-4789-a66a-d25302acdae6,1870,medicine,9695175888,False,0,0,8,,,Golden Medicall Hall,Lucknow,,False,,,26.8466937,80.946166,,,,,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Delhi (NCT),New Delhi,12,158,COVIDFYI,fe20378c-b565-444c-b34e-7bdb1df34a45,472,medicine,9211521560,False,0,0,8,None,,Ankur Medicos,"K-420, Opposite Sanjay Gandhi Memorial Hospital Gate No. 3, Mongolpuri, Delhi-110083",Divesh,False,9212641109,,,,,,,,,Suruchi Suri/ Umang Mathur,,5/1/2021 19:24:51,,Available and verified,,,,,,,,
Rajasthan,Udaipur,30,532,COVIDFYI,24a38fdf-b25d-462e-b4bb-8e1a2af2a4ad,1609,medicine,0294 - 2429036,False,0,0,8,indian_drug@rediffmail.com,,INDIAN DRUG DISTRIBUTORS,"128-129, SHRINATH PLAZAHOSPITAL RDUDAIPUR,UDAIPUR,313001",,False,,313001,24.590611,73.6931086,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Solapur,22,393,COVIDFYI,f6bdb0e5-99d1-4744-a236-2a11d10e1f30,1568,medicine,0217-2624074/262,False,0,0,8,baldawa.enterprises@rediffmail.com,,BALDAWA ENTERPRISES (CHQ),"SHOP NO F-7-12, 1ST FLOORDAMANI COMPLEX,DATTA  CHOWKSOLAPUR,SOLAPUR,413007",,False,,413007,17.6556895,75.9071272,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Telangana,Hyderabad,33,571,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,6b700ae0-4e52-48ce-b343-05a0eeb443ac,142,medicine,0,False,0,0,12,,5800,Narayana and care Hospitals,banjara hills,,False,,,,,Nikita,05/01/21,,,,,,,,unreachable,Hyderabad,,Remdesivir,,,,,
Delhi (NCT),New Delhi,12,158,COVIDFYI,ae245565-ad4e-43ef-a9dc-6750dfb7aecf,1910,medicine,9136133470  9810058536,False,0,0,8,,,Pawan Jha,"Vishal Associates, II-C/82, Lajpat Nagar II, Delhi",,False,,,28.5719255,77.2403294,,,,,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Bihar,Patna,8,112,COVIDFYI,cc7d4815-6c08-4a28-875c-9e42c3190863,1361,medicine,0612-2254045,False,0,0,8,kingenterprise2013@gmail.com,,KING ENTERPRISE PATNA,"KOHINOOR COMPLEXBESIDE SHALIMAR COLD  STORAGEANISABAD,PATNA,800002",No answer,False,,800002,25.5820996,85.0983829,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,23/4/2021 6:33pm,,Unresponsive,,,,,,,,
Chhattisgarh,Raipur,10,148,COVIDFYI,8e73728c-6547-43d6-affe-ec5bd35b9c30,1389,medicine,9826901000,False,0,0,8,JAI.RYP@GMAIL.COM,,JAI MEDICAL AGENCIES,"G.E.ROADSHOP NO.15 OLD MEDICAL COMPLEX,RAIPUR,492001",Not answering,False,,492001,21.2466398,81.6391726,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,23/4/2021 11:32am,,Unresponsive,,,,,,,,
