state,district,state_id,district_id,phone_1,title,phone_2,last_verified_on,quantity_available,verification_status,resource_type
Delhi (NCT),New Delhi,12,158,9811239988,Sanjeev Malhotra,,,,verified,concentrator
Karnataka,Bengaluru (Bangalore) Urban,19,283,9944948580,Linde India Ltd.,,"6th May, 12:40 PM",,verified,Cylinder
Karnataka,Bengaluru (Bangalore) Rural,19,282,9442614587,Kovai Air product,,"April 25, 2021 7:24 PM",,,Oxygen Cylinders For Home Use
Karnataka,Bengaluru (Bangalore) Urban,19,283,9342209530,"Peenya Industrial Gas, Dobaspet",,"2 May, 13:05 PM",,verified,Cylinder
Uttar Pradesh,Lucknow,35,657,8318535546,Ankur Gases,,,,unreachable,cylinder
Karnataka,Bengaluru (Bangalore) Rural,19,282,9825061148,Nova Industrial Gas,,"April 25, 2021 7:24 PM",,,Oxygen
Karnataka,Bengaluru (Bangalore) Urban,19,283,7760230124,Naasih Foundation & Jaimat Ulama,9845708752,"6th May, 12:56 PM",,verified,Cylinder
Maharashtra,Mumbai City,22,378,9789493713, Saifee Ambulance,,5/1/2021 12:34:00,,Pending,
Maharashtra,Mumbai City,22,378,9328512995,Zubin Ashara,,"April 25, 2021 7:24 PM",,,Oxygen
Maharashtra,Mumbai City,22,378,9334392458,Prasad Oxygen,,"April 25, 2021 7:24 PM",,,Oxygen
Gujarat,Surat,14,200,960056657508072300000,Anthony (VCare),,"April 25, 2021 7:24 PM",,,Oxygen
Telangana,Hyderabad,33,571,8639790969,Asian surgicals,,,,not verified,refill & cylinder
Karnataka,Bengaluru (Bangalore) Urban,19,283,9814145420,Kaushik,84473 90017,"6th May, 12:40 PM",,verified,Cylinder
Delhi (NCT),Central Delhi,12,156,9910138604,oxygen,,,,,refill
Maharashtra,Beed,22,366,9844075640,Lakshmi Gas,,"April 25, 2021 7:24 PM",,,Oxygen Cylinders For Home Use
Chhattisgarh,Raipur,10,148,8982568000,GLG group,,,,verified,concentrator
Delhi (NCT),New Delhi,12,158,9868827510,oxygen,,,,,refill
Uttar Pradesh,Kanpur Dehat,35,650,9428601602,Mahavir Sales,,"April 25, 2021 7:24 PM",,,Oxygen
Bihar,Patna,8,112,9430023777,Oxygen,,,as per required,,cylinder
Maharashtra,Mumbai City,22,378,9892005199,Nameless,,"April 25, 2021 7:24 PM",,,Oxygen
Maharashtra,Solapur,22,393,7776823823,Arnichem Industries,,,,verified,refill
Uttar Pradesh,Lucknow,35,657,6394947866,Tanishq Arora,,,,verified,concentrator
Uttar Pradesh,Lucknow,35,657,9821044222,Chandan Tex Chem (I) Pvt. Ltd. Kay Tree Welding Gasses,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,8045384408,DC Ranganathan agency Bentley India,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9372272282,Devi Patil Gases,,"April 25, 2021 7:24 PM",,,Oxygen
Rajasthan,Jaipur,30,515,9309301011,Oxygen provider,,,,3rd_party_verified,refill
Rajasthan,Jaipur,30,515,9214173658,Ajmer Gases,,,,Pending ,Cylinder
Tamil Nadu,Thoothukudi (Tuticorin),32,559,9703344244,Omar Bhai Oxygen Arasan Air Products,,5/1/2021 12.29PM,,Call again,
Uttar Pradesh,Jhansi,35,648,7760976505,Bhuruka Gases Ltd.,,"April 25, 2021 7:24 PM",,,Oxygen Cylinders For Home Use
Rajasthan,Jaipur,30,515,8209692120,Himanshu Jain,,,,Pending ,Cylinder
Rajasthan,Jaipur,30,515,8068970640,Mahalaxmi Gases,9828999310,,,3rd_party_verified,refill
Rajasthan,Jaipur,30,515,9829085500,Anil O2,,,,Pending ,Cylinder
Karnataka,Bengaluru (Bangalore) Urban,19,283,9686198986,Peenya Industrial Gases Pvt Ltd,,"3rd May, 4:24 PM",,verified,Cylinder
Maharashtra,Mumbai City,22,378,9934716122,T N Singh,,"April 25, 2021 7:24 PM",,,Oxygen
Maharashtra,Palghar,22,385,98224985000,Govind Poy Oxygen Limited SR gases,9823700000,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Rural,19,282,75079939999422220000,Shivam Oxygen Pvt. Ltd.,,"April 25, 2021 7:24 PM",,,Oxygen
Delhi (NCT),New Delhi,12,158,9350232671,Shree Shyam,,,,verified,refill
Bihar,Muzaffarpur,8,109,1234567890,Oxygen - Muzaffarpur,,,,3rd_party_verified,refill
Rajasthan,Jaipur,30,515,9829066757,Hari Gases,,,,Pending ,Cylinder
Karnataka,Bengaluru (Bangalore) Urban,19,283,9663305474,All Care Medical,8048972678,0.4875,,verified,Refill
Bihar,Patna,8,112,802670865008025900000,Sreelakshmi Medical And Surgical,,"April 25, 2021 7:24 PM",,,Oxygen Concentrator/Cylinder
Telangana,Hyderabad,33,571,9845543677,"Southern Gas, Contact Person: S Pai Sri Sai Industrial Gases Pvt. Ltd.",,4/27/2021 14:25:00,,Pending,
Chandigarh (UT),Chandigarh,9,125,8048754212,Tinbro Bharat Healthcare,,,,verified,cylinder & concentrator
Karnataka,Bengaluru (Bangalore) Rural,19,282,2,Free oxygen cylinders hotline,,"April 25, 2021 7:24 PM",,,Oxygen Cylinders
Maharashtra,Mumbai City,22,378,9496739832,Trichur Air Product Shree Vasupujya Swami Shwetambar Jain Mandir,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Rural,19,282,9902582671,Deva,,"April 25, 2021 7:24 PM",,,Oxygen
Uttar Pradesh,Agra,35,608,7727825563,Himalayan Air Products Radha manohar gases,9435760000,4/27/2021 14:25:00,,Pending,
Maharashtra,Nagpur,22,380,9866089555,Srinidhi Air Products,,"April 25, 2021 7:24 PM",,,Oxygen
Rajasthan,Jaipur,30,515,7971389338,Anand Gases,9982839392,,,3rd_party_verified,refill
Karnataka,Bengaluru (Bangalore) Urban,19,283,9844156835,Home Medix oxygen concentrator,9886512456/9886053456,6 May. 12.12PM,,verified,Cylinder
Uttar Pradesh,Varanasi,35,682,7033702823,Kirti Enterprises (JamalRoad) Nameless,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9892005199,Nameless Galaxy Air Products,,4/27/2021 14:25:00,,Pending,
Tamil Nadu,Chennai,32,538,9,In Morbi,,"April 25, 2021 7:24 PM",,,Oxygen Cylinders
Delhi (NCT),New Delhi,12,158,7947427081,Baba Gas Oxygen Saini Medical Gases,,5/1/2021 12:15:00,,Call again,
Chandigarh (UT),Chandigarh,9,125,7307719093,Pranav,,,,verified,Unknown
Andhra Pradesh,Nellore,5,26,7.39745E+19,Entrusted,,"April 25, 2021 7:24 PM",,,Oxygen
West Bengal,North 24 Parganas,37,711,9836287809,Abhijit Mitra,,5/10/2021 10:54:59,Undetermined,Call not answered,
Bihar,Patna,8,112,1234567890,Oxygen - Patna,,,,3rd_party_verified,refill
Telangana,Hyderabad,33,571,9925110213,Aims Oxygen Pvt. Ltd.,,"April 25, 2021 7:24 PM",,,Oxygen
West Bengal,Purulia,37,714,9932220655,Ram Sao,,5/11/2021 11:24:32,Undetermined,Call not answered,
West Bengal,Kolkata,37,707,9696022022,Ranmay Saha,,5/10/2021 11:08:50,Available,Verified,
Gujarat,Surat,14,200,9820003247,Rajan Shah Oxygen,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9818500892,Umpire Gases,,,,3rd_party_verified,refill
Maharashtra,Mumbai City,22,378,9619396153, HARESH BHAI,,4/27/2021 14:25:00,,Pending,
Rajasthan,Jaipur,30,515,9680841482,Prime Gases ,,,,Pending ,Cylinder
Rajasthan,Jaipur,30,515,9049809998,Sunny Industrial SalesPvt. Ltd.,,"April 25, 2021 7:24 PM",,,Oxygen
Delhi (NCT),New Delhi,12,158,9149261401,indian gases oxy99.in,,4/27/2021 14:25:00,,Pending,
Telangana,Hyderabad,33,571,90606046339060070000,Sri Kalika Industrial Gases,,"April 25, 2021 7:24 PM",,,Oxygen
Delhi (NCT),New Delhi,12,158,9810370591,Durga Agencies,9811118567,,,3rd_party_verified,refill
West Bengal,North 24 Parganas,37,711,9933152311,Medicine house,9333931515,5/11/2021 11:37:16,Unavailable,Verified,
Bihar,Patna,8,112,9902191333,Kammath Ind Gas,,"April 25, 2021 7:24 PM",,,Oxygen Cylinders For Home Use
Rajasthan,Jaipur,30,515,9588297033,Manish O2,,,,Pending ,Refill
West Bengal,North 24 Parganas,37,711,9804230307,Riddhi Siddhi Pharmacy,,5/10/2021 10:53:40,Undetermined,Call not answered,
Bihar,Patna,8,112,9989800119,Karnad Gases,,"April 25, 2021 7:24 PM",,,Oxygen Cylinders For Home Use
West Bengal,North 24 Parganas,37,711,9804353894,Not known,,5/10/2021 11:00:47,Undetermined,Phone Unreachable,
West Bengal,South 24 Parganas,37,715,9831143338,Deep Sundar,,5/10/2021 11:01:16,Available,Verified,
Rajasthan,Jaipur,30,515,9828931071,Shri Ram Gas,,,,Pending ,Cylinder
Delhi (NCT),New Delhi,12,158,9415012412,Mayur industrial gases Pvt. Ltd. Akshat Garg,,5/1/2021 15:53:00,,Call again,
Uttar Pradesh,Lucknow,35,657,93209484579870790000,"JIGNESH BHAI, MIKIN BHAI",,"April 25, 2021 7:24 PM",,,Oxygen - Refill
Andhra Pradesh,Krishna,5,24,9424626318,Ajit Jain Lifecare Medical Gases,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Mathura,35,661,999632210009996400000,Gupta Industrial Gases Pvt. Ltd.,,"April 25, 2021 7:24 PM",,,Oxygen Cylinders For Home Use
Karnataka,Bengaluru (Bangalore) Rural,19,282,9327323237,Agrawal Samaj Health Centre-Free Oxygen,,"April 25, 2021 7:24 PM",,,Oxygen
Andhra Pradesh,Visakhapatnam,5,29,9443023076,Venkateswara Ellenbarrie Industrial Gases Ltd.,,4/27/2021 14:25:00,,Pending,
Tamil Nadu,Chennai,32,538,9962522823,Oxygen - Chennai,,,,unreachable,concentrator
Karnataka,Bengaluru (Bangalore) Urban,19,283,9327323237,Agrawal Samaj Health Centre-Free Oxygen Jamiat Ulama,,4/27/2021 14:25:00,,Pending,
West Bengal,Hooghly,37,703,9804886465,Sayantan Das,,5/11/2021 11:25:55,Unavailable,Verified,
Rajasthan,Jaipur,30,515,8619251523⁩,Dr Suresh,,,,Pending ,Oxygen Bed
Rajasthan,Jaipur,30,515,9468862200,Mukesh O2,,,,Pending ,Cylinder
West Bengal,Hooghly,37,703,9230833509,Loha Singh,,5/10/2021 10:42:51,Undetermined,Call not answered,
West Bengal,Howrah,37,704,9836481891,Goutam Bose,,5/11/2021 11:28:17,Undetermined,Phone Unreachable,
West Bengal,Howrah,37,704,8910820554,no name,,5/10/2021 10:45:07,Undetermined,Call not answered,
Maharashtra,Mumbai City,22,378,9810888857,Asma Esa Foundation,,"April 25, 2021 7:24 PM",,,Oxygen
Karnataka,Bengaluru (Bangalore) Urban,19,283,9008316913,Amar Oxygen Cylinders,,44317,,Verified,Cylinder
Haryana,Gurgaon,15,206,7056874794,Shubham Mittal,,,,verified,
Chhattisgarh,Raigarh,10,147,9035588758,Eureka Gases Raigad Carbides,9535510000,5/1/2021 15:47:01,,Pending,
Uttar Pradesh,Lucknow,35,657,9628277774,Shree Ji Flexo oxygen cans Lucknow,,4/24/2021 17:35:00,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,6366242710,Peenya Industrial Gases,,6th May 12:46 PM,,verified,Refill
Karnataka,Bengaluru (Bangalore) Urban,19,283,9886053456,Hi Tech gases,6304495317,6 May. 12.12PM,,verified,Cylinder
Delhi (NCT),New Delhi,12,158,8130184210,oxygen,,,,,refill
Tamil Nadu,Tiruchirappalli,32,560,7947210671,Ramsharan ji Vaideeswara oxygen Pvt. Ltd.,,5/1/2021 12.29PM,,Invalid,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9845063119,Universal Air Products,,44320,,Verified,Cylinder
Delhi (NCT),New Delhi,12,158,9818540790,Aditya Air Products,9953363446,,,3rd_party_verified,refill
Maharashtra,Mumbai City,22,378,9891299899,Oxygen,,"April 25, 2021 7:24 PM",,,Oxygen
Maharashtra,Mumbai City,22,378,9004512226,CAMA LANE GHATKOPAR WEST,,"April 25, 2021 7:24 PM",,,Oxygen
Karnataka,Dakshina Kannada,19,289,8746828412,Kaveri Gas Prodcuts,9442607065  8296151526,44317,,Verified,Cylinder
Karnataka,Bengaluru (Bangalore) Urban,19,283,9880592242,Pioneer Lifecare Systems,,6th May. 1:14 PM,,verified,Cylinder
Delhi (NCT),New Delhi,12,158,9891934927,Shubbham Carbonic,9891954928,,,3rd_party_verified,refill
Bihar,Patna,8,112,9764558252,"Vikas Oxygen Oxygen cylinder and refill availble at kumhrar, near Shivam petrol pump in Patna",,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9415016923,Perhat gases,,"April 25, 2021 7:24 PM",,,Oxygen
Maharashtra,Mumbai City,22,378,9898285037,"Bhagi Laxmi Gases NILESH BHAI, PARESH BHAI",,4/27/2021 2:25pm  5/1/2021 12:23PM,,Call again,
Maharashtra,Mumbai City,22,378,8404096172,Assam Air Products Pvt. Ltd.,,"April 25, 2021 7:24 PM",,,Oxygen Cylinders For Home Use
Karnataka,Bengaluru (Bangalore) Urban,19,283,8123823367,Shaik Zakir,,,,verified,
Delhi (NCT),New Delhi,12,158,9818111127,Seth Air Products,,,,3rd_party_verified,refill
Karnataka,Bengaluru (Bangalore) Urban,19,283,9701611160,Siga Gases,,44321,,Verified,Cylinder
Bihar,Patna,8,112,9015780787,Ronit Ranjan ,,4/22/2021 12:39:00,,Call again,
Delhi (NCT),New Delhi,12,158,011 2334 0177,Bangla Sahib Gurudwara,,,,unreachable,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9060604633,Sri Kalika Industrial Gases,9060069277,3 May. 15:56 PM,,verified,Cylinder
Delhi (NCT),New Delhi,12,158,9810807576,Vinayak Oxygen/Vinayak Air Product,9868827510,,,3rd_party_verified,refill
Karnataka,Bengaluru (Bangalore) Urban,19,283,9845063166,Pai Industrial & Medical Gases,9152108947,"3rd May, 4:30 PM",,verified,Cylinder
Rajasthan,Sikar,30,528,9844276111,Ramesh Progressive Air Products,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,9415002811,Srinathji Gases,,,,unreachable,refill & cylinder
Uttar Pradesh,Ghaziabad,35,638,9716050408,YN,,,,verified,refill
Delhi (NCT),North West Delhi,12,161,8826674242,Multan Air Products,9312408831,,,3rd_party_verified,refill
Karnataka,Bengaluru (Bangalore) Urban,19,283,9686668643,Peenya Industrial Gases Pvt. Ltd,,"3rd May, 4:20 PM",,verified,Cylinder
Bihar,Patna,8,112,9825070680,Hiltone Gas Dr. Shaki,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9792869369,Oxygen Refil Shahid Malik,,5/1/2021 18:04:00,,Call again,
Maharashtra,Mumbai City,22,378,94816316559481630000,Kulkarni Oxygen Gases,,"April 25, 2021 7:24 PM",,,Oxygen Cylinders For Home Use
Karnataka,Bengaluru (Bangalore) Urban,19,283,9945136763,Mash E Technologies,,44321,,Verified,Cylinder
Delhi (NCT),New Delhi,12,158,9810874440,Ajay Medical,011 26194539,,,3rd_party_verified,refill
Karnataka,Dharwad,19,291,9844092022,Karnatak Industrial Gases Pvt. Ltd,,44317,,Verified,Cylinder
Maharashtra,Thane,22,394,9717337933,"Shravil Gupta, Lala Move App Madinatul Islamia Welfare & Educational Trust",,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Ghaziabad,35,638,8800803117,YN,9540674318,,,verified,refill
Maharashtra,Nagpur,22,380,9.8721E+19,Hitech Industries Limited,,"April 25, 2021 7:24 PM",,,Oxygen
Uttar Pradesh,Varanasi,35,682,9033333515, Benaras Pharmacy,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,8586982821,Goyal MG Gases Pvt. Ltd.,,,,3rd_party_verified,refill
Andhra Pradesh,Visakhapatnam,5,29,9007744666,Shantinath Air Products Vingas Industries Pvt. Ltd.,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9334046080,Patliputra Industrial Gases Pvt. Ltd. Kaushik oxygen,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,8860328112,- ,,4/27/2021 14:25:00,,Pending,
Andhra Pradesh,Nellore,5,26,7397449991,Entrusted Indhra Medical Gases,9790700000,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Kanpur Nagar,35,651,9.32311E+19,"Nilesh Bhai, Bhavin Bhai Deepak gas plant",,4/27/2021 14:25:00,,Pending,
Andhra Pradesh,Nellore,5,26,9915752750,Sanrai Med India Pvt Ltd.,,"April 25, 2021 7:24 PM",,,Oxygen Concentrator/Cylinder
Maharashtra,Mumbai City,22,378,8128135201,QE Healthcare IAR EDUCATION MULUND TO KURLA,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9986503812,Dr. Arun,,44319,,Verified,Cylinder
Delhi (NCT),New Delhi,12,158,9555913146,Agarwal Gases,,,,verified,refill
Delhi (NCT),New Delhi,12,158,9.98697E+19,Sports 365 STAR Special Gases IMT Manesar,,4/27/2021 2:25pm,,pending (not verified),
Bihar,Patna,8,112,9319118925,Shri Radhey Gases,,"April 25, 2021 7:24 PM",,,Oxygen
Kerala,Thrissur,1,8,8048484886,Raphaz Health Store Nandanam Oxygen,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9740272787,Jana Sewa,,"6th May, 12:40 PM",,verified,Cylinder
Karnataka,Bengaluru (Bangalore) Rural,19,282,9927010286,Kansal Industrial Gases,,"April 25, 2021 7:24 PM",,,Oxygen
Jharkhand,Ramgarh,18,273,9798924853,Sanjay ,9334464725,4/28/2021 16:12:00,,Available and verified,
Gujarat,Vadodara,14,198,9155763723,Oxygen cylinders Nameless,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9686524247,Mamoor Oxygen,,"6th May, 12:50 PM",,verified,Cylinder
Karnataka,Bengaluru (Bangalore) Urban,19,283,8023301807,Maruthi Medical,,"6th May, 12:40 PM",,verified,Cylinder
Assam,Kamrup Metropolitan,7,70,9707056937,Vivek Zoarder,,,,verified,refill & cylinder
Puducherry (UT),Pondicherry,28,476,7703940131,Star Special Air Gases National Oxygen Limited,,4/27/2021 14:25:00,,Pending,
Punjab,Ludhiana,29,489,9646942196,NA ,,,,verified,concentrator
Uttar Pradesh,Lucknow,35,657,9899509939,,,,,verified,concentrator
Karnataka,Bengaluru (Bangalore) Rural,19,282,8971501176,Kaushik,,"April 25, 2021 7:24 PM",,,Oxygen
Karnataka,Bengaluru (Bangalore) Urban,19,283,9845211419,Manjunatha Air Products,,"6th May, 12:40 PM",,verified,Cylinder
Maharashtra,Mumbai City,22,378,7397449991,Deepak ,,4/27/2021 14:25:00,,Pending,
Rajasthan,Jaipur,30,515,9814145420,Jan Sewa,9880598624,,,Pending ,Cylinder
Karnataka,Bengaluru (Bangalore) Urban,19,283,9886867637,Metro Gas,,"6th May, 12:40 PM",,verified,Cylinder
Uttar Pradesh,Lucknow,35,657,9321580108,,,,,verified,refill
Karnataka,Bengaluru (Bangalore) Urban,19,283,9916933330,SAHAYAHASTHA and GREEN AR,9845135118,44317,,Verified,Cylinder
Delhi (NCT),New Delhi,12,158,9415239030,Imperial Gases Ltd. Khadim-E-Insaaniyat,8726700000,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9810915637,Shahid Malik Sheth Motisha Jain Sangh,,4/27/2021 14:25:00,,Pending,
Rajasthan,Jaipur,30,515,9571234562,Oxygen Seva,9829008097,,,Pending ,Cylinder
Karnataka,Ballari (Bellary),19,280,9448415778,Jamiat Ulama-I-Hind,9901487724,44321,,Verified,Cylinder
Rajasthan,Jaipur,30,515,7820164664,Pratibha Gupta,,,,Pending ,Cylinder
Rajasthan,Jaipur,30,515,099828 39392,Anand Gases,,5/8/21 18:46,,unreachable,
Rajasthan,Jaipur,30,515,9314909794,Gaurav Gupta,,,,Pending ,Cylinder
Bihar,Patna,8,112,7488029777,Oxygen,,,as per required,,cylinder
Bihar,Patna,8,112,7091144878,Vikash Gas Agency (Gulzarbagh) T N Singh,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9845303535,Jaimat Ulama,,6 May. 12.17PM,,verified,Cylinder
Rajasthan,Jaipur,30,515,7976093755,Manju Oxygen,,,,Pending ,Cylinder
Assam,Nagaon,7,78,9879372600,Verni Gas Assam Air Products Pvt. Ltd.,,5/1/2021 15:50:24,,Pending,
Maharashtra,Mumbai City,22,378,9864202125,Assam Air Products Pvt. Ltd. HITESH S BHAI,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,8660856709,Mercy Mission,9739444957,"6th May, 12:40 PM",,verified,Cylinder
Karnataka,Bengaluru (Bangalore) Urban,19,283,8800828228,"OXYGEN CYLINDERS IN KAMLA NAGAR DELHI (NO REFILLS) Galaxy Air Products, Contact Person: R Tothumuthu",,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,8601855543,Neelam Rao Indian Industries Association,,4/27/2021 14:25:00,,Pending,
Gujarat,Aravalli,14,171,7971385793,Smart Solution Shri Vinayak Speciality,,05/01/2021 12.37 pm,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,8447390017,Jana Sewa,,,,unavailable,
Madhya Pradesh,Indore,21,332,9039960599,Sarthak,,"April 25, 2021 5:40 PM",Available,,Refil
Uttar Pradesh,Kanpur Nagar,35,651,9423160683,Ahmednagar industrial Gases Oxygen Refil,,4/27/2021 14:25:00,,Pending,
Rajasthan,Sikar,30,528,9310597339,Jhabar Mal Progressive Air Products,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,7291811136,Ameria ,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,7397449991,Deepak,,"April 25, 2021 7:24 PM",,,Oxygen
Karnataka,Tumakuru (Tumkur),19,304,9642155497,Abdul Aleem Oxygen Amogh Gases Pvt. Ltd.,8977270000,5/1/2021 15:50:39,,Pending,
Tamil Nadu,Tiruchirappalli,32,560,9345054900,Vaideeswara Oxygen,,,,verified,refill
Maharashtra,Mumbai City,22,378,8660856709,"Mercy helpline Oxygen center, Ghatkoper",,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9844276111,Ramesh/ Srijana,,6th May. 1:17 PM,,verified,Cylinder
Uttar Pradesh,Bareilly,35,622,9822947670,Sandesh Gases V. S. Industries,,4/27/2021 14:25:00,,Pending,
Kerala,Thrissur,1,8,98922895969820130000,"Mukesh Bhai / Arvind Bhai, Veer Foundation",,"April 25, 2021 7:24 PM",,,Oxygen Cylinders
Rajasthan,Udaipur,30,532,294491150,Shantilal Jain Adarsh Gases & Techno Industries,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Rural,19,282,9753342164,,,"April 25, 2021 7:24 PM",,,Oxygen
Karnataka,Bengaluru (Bangalore) Urban,19,283,9845061866,Srikanth,,3 May. 15:52 PM,,verified,Cylinder
Delhi (NCT),New Delhi,12,158,9204550805,Bansi Air Product Sukhmani Gases,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Rural,19,282,8008883980,Liyagath Oxygen,,"April 25, 2021 7:24 PM",,,Oxygen
Karnataka,Bengaluru (Bangalore) Urban,19,283,9889109875,"RK OxygenPlot no. 246, Kamlabaad barauliBakshi ka talaab, Chattamil Lucknow Oxy Help Crisis Management Team",,4/30/2021 17:00:00,,Call again,
Chhattisgarh,Raipur,10,148,79998 14096,Sheikh Kabeer Kureshi,,,,verified,cylinder
Tamil Nadu,Kanchipuram,32,544,9934716122,Singh Sales Corporation,,"April 25, 2021 7:24 PM",,,Oxygen
Karnataka,Bengaluru (Bangalore) Rural,19,282,9819647005,KAMAL BHAI,,"April 25, 2021 7:24 PM",,,Oxygen - Refill
Rajasthan,Jaipur,30,515,9414073192,Ameria Enterprises,9549131537,,,3rd_party_verified,refill
Delhi (NCT),New Delhi,12,158,9650236000,"Aggarwal Gases, Bawana",9910138604,,,verified,refill
Gujarat,Valsad,14,199,9839114889,Shakti medical P K Carbonics,,5/1/2021 21:24:29,,Call again,
Uttar Pradesh,Lucknow,35,657,0522-2616161,DM Office- Oxygen Helpline,180001805080,,,3rd_party_verified,cylinder
Karnataka,Bengaluru (Bangalore) Urban,19,283,8892664926,Arun,,44318,,Verified,Cylinder
Maharashtra,Mumbai City,22,378,9100305036,Naidu Oxygen,,"April 25, 2021 7:24 PM",,,Oxygen
Karnataka,Bengaluru (Bangalore) Urban,19,283,9448483854,Amogh Gases Pvt. Ltd.,8023103113,0.75,,verified,
Telangana,Hyderabad,33,571,9348044441,Medanta spital,,,,verified,concentrator
Uttar Pradesh,Lucknow,35,657,6394447452,Abhyuday Foundation,,,,unreachable,cylinder
Delhi (NCT),New Delhi,12,158,9818992173,Saini Medical Gases,,,,3rd_party_verified,refill
Karnataka,Bengaluru (Bangalore) Urban,19,283,9900706564,Poornima dass,,6th May. 1:16 PM,,verified,Cylinder
Delhi (NCT),New Delhi,12,158,1800 121 2323,Portea health care providers,,,,verified,concentrator
Delhi (NCT),New Delhi,12,158,7011272916,Oxygen,9999014574,,as per required,,refill
Delhi (NCT),New Delhi,12,158,9212718775,Shri Khatu Shyam Aradhana Mandal,7503885356,,,unreachable,concentrator
Karnataka,Bengaluru (Bangalore) Urban,19,283,7069999961,(No name),,44319,,Verified,Cylinder
Bihar,Patna,8,112,9880005974,Jamiat Ulama Fahat,,4/27/2021 14:25:00,,Pending,
Haryana,Faridabad,15,204,9990911911,Home ICU,,,,verified,cylinder
Tamil Nadu,Kanchipuram,32,544,9934716122,Singh Sales Corporation Airpack Gases,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9035588758,Eureka Gases,9535509423,6 May. 11.54AM,,verified,Cylinder
Rajasthan,Jodhpur,30,520,9828931071,Sandip Rathi Shri Ram bas,,5/3/2021 10.30am,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9945500113,Oxy Help Crisis Management Team,9892356727,6th May. 12:39 PM,,verified,Cylinder
Delhi (NCT),New Delhi,12,158,9971651619,Gurudwara Nanak Piao Sahib,,,,unreachable,refill
Delhi (NCT),New Delhi,12,158,7207278701,Hyderbad Oxygen Ajay Medical,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,8792159871,Gladion Home Care Services,,44318,,Verified,Cylinder
Delhi (NCT),New Delhi,12,158,9899700223,oxygen cans,,,12L,,cannula kits
Bihar,Gaya,8,97,1234567890,Oxygen - Gaya,,,,3rd_party_verified,refill
Uttar Pradesh,Gorakhpur,35,641,9870328855,Ibrahim,,"April 25, 2021 7:24 PM",,,Oxygen
Karnataka,Bengaluru (Bangalore) Urban,19,283,9764377999,Sagar Gases Pvt. Ltd. Eureka Gases,9225580000,4/27/2021 14:25:00,,Pending,
Rajasthan,Jodhpur,30,520,9569163262,Shishir Vishvakarma Guljag Gases Pvt. ltd.,,4/27/2021 14:25:00,,Call again,
Delhi (NCT),New Delhi,12,158,98210 93432,Bhavesh Shah (Puneet Chaudhry Contact),,,,verified,concentrator
Assam,Kamrup Metropolitan,7,70,7636822606,,,,,verified,refill
Gujarat,Kachchh,14,184,9930577483,"KAMLESH BHAI, SAPANBHAI Saurashtra Oxygen Pvt. Ltd.",9967650000,5/1/2021 15:37:52,,Pending,
