state,district,state_id,district_id,data_name,external_id,data_id,category,phone_1,is_duplicate,downvotes,upvotes,created_job,email,price,title,address,comment,deleted,phone_2,pincode,latitude,longitude,created_by,created_on,Assigned_to,description,source_link,verified_by,resource_type,last_verified_on,quantity_available,verification_status,resource_type_1,city,pin_code,hospital_available_icu_beds,hospital_available_normal_beds,hospital_available_oxygen_beds,hospital_available_ventilator_beds,oxygen_supplier_willing_to_join_WhatsAppBot,Details,Other_comments,resource_type_2,Sales_Renta_Charity,Status,last_verified,Row_ID,Selected_By_User,Verification_Image
Uttarakhand,Dehradun,36,687,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,e7a6d629-0500-45ed-bfc8-c2247f4664d8,68,oxygen,7055200067,False,0,0,12,,,Sai Pharma,,"Out of stock, less chances of restocking",False,,,,,,,,,,,,,,verified,cylinder,Dehradun,,,,,,WhatsApped invite,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,oxygenblr.in,064e6003-c529-4f3e-b44f-b2c77b31cdb2,73,oxygen,9902020425,False,0,0,14,,,Universal Oxygen,,Available,False,9900502317,,,,Covid Directory,44323,,Sashidhar,,Sridhar Gopalakrishnan,,44317,,Verified,Cylinder,Bengaluru,,,,,,,Rs. 300 + GST for refilling,Only refilling cylinders they sold,Refill,Sale,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,d4b6091a-b74d-4888-8060-c16d6fd1b970,859,oxygen,8115171287,False,0,0,8,,,"Sandeep KUNJBHAI, KAMLESHBHAI, Dhirubhai",,,False,,,,,,,,Call not connected,,Antara Nandy     Vivek S R,,4/27/2021 2:25pm 5/1/2021 12:57PM,,Call again,,,,,,,,,,,,,,,,,
Maharashtra,Pune,22,387,Care,7f34d93d-b5be-4b43-a6ae-054feb03b1ea,371,oxygen,94488213478867710000,False,0,0,1,Rs 700 for 12L cans. Delivers in Pune on the same day with variable delivery charge,,"Galaxy Air Products, Contact Person: R Tothumuthu",-,Available,False,,,,,,,,,,,,"April 25, 2021 7:24 PM",,,Oxygen,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,oxygenblr.in,01c5ab9d-8d91-497a-a1ac-1d5e61d887ef,5,oxygen,9686196643,False,0,0,14,,,CNTC,"No.8, Tumkur Road, NH-4, Yeswanthpur, Bengaluru, Karnataka",Not answering,False,,560057,,,oxygenblr.in,00:00,,,,Shraddha NV,,0.4951388889,,verified,Cylinder,Bengaluru,,,,,,,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,COVIDFYI,7166bf92-3d3a-43b7-9477-4269bfb934ce,731,oxygen,8073448944,False,0,0,8,,,Arul Kumar ,,,False,996440000,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,oxygenblr.in,da250ebb-3a35-4980-a9e9-03ffc587bb10,58,oxygen,7406841226,False,0,0,14,,,Siga Gases,,,False,,,,,oxygenblr.in,44374,,,,Rahul Parmar,,,,verified,Cylinder,Bengaluru,,,,,,,,,,,,,,,
West Bengal,Kolkata,37,707,Care,a6d097df-308f-44fa-8c76-1b9fefc388b2,657,oxygen,9830328166,False,0,0,1,,,Pradip samanta,,,False,,,,,,4/25/2021 12:57 AM,,,,,,"April 25, 2021 12:57 AM",,,,,,,,,,,,,,,,,,,
Uttar Pradesh,Agra,35,608,COVIDFYI,81582b20-cc39-4e32-9b7b-c0309f63abb3,263,oxygen,9886637388,False,0,0,8,,, Shambavi Gases,,,False,,,27.208447,77.982732,,,,,,Shilpi Jain,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
West Bengal,Kolkata,37,707,Care,3260825e-693a-4bb6-abcd-cc1050a391c5,660,oxygen,9434116824,False,0,0,1,,,Amit Mondal,M/S. Life Care,Unavailable at the moment,False,,,,,,4/24/2021 4:04 PM,,,,Archisha Singh,,"April 24, 2021 12:51 PM",,,,,,,,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,02daa42d-d6c4-401c-80fa-d2a49c6c96ca,176,oxygen,8850968921,False,0,0,12,,,Ashit Golwala ,,"Supply is available, can supply pan-india",False,,,,,Simonil,05/01/21,,,,,,,,verified,cylinder,Mumbai,,,,,,WhatsApped invite,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,oxygenblr.in,cce9a828-0434-4982-8166-1e9671d7d87a,71,oxygen,9892356727,False,0,0,14,,,Manoj,,Not answering,False,,,,,Covid Directory,44323,,Manoj,,Sridhar Gopalakrishnan,,44320,,Verified,Cylinder,Bengaluru,,,,,,,,Phone switched off,,,,,,,
Uttar Pradesh,Meerut,35,663,COVIDFYI,80338dc7-8080-4744-8008-7d8b0bd70f3a,753,oxygen,7738616027,False,0,0,8,,,Veer Foundation NGO Kansal Industrial Gases,,,False,,,,,,,,,,Ameya Bhelonde,,4/27/2021 14:25:00,,Available and verified,,,,,,,,,,,,,,,,,
Tamil Nadu,Krishnagiri,32,547,COVIDFYI,0f7b5435-c8e8-4825-9663-1a837041220b,706,oxygen,7977703913,False,0,0,8,,,"DHAVAL BHAI, NISHIT BHAI Adhiyaman Gases",,,False,9819290000,,,,,,,,,Nethra,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Assam,Cachar,7,58,COVIDFYI,dcd50b9e-5f12-4eaa-a571-a90ffa878b62,1026,oxygen,9234722214,False,0,0,8,,,"Oxygen cylinder and refill availble at kumhrar, near Shivam petrol pump in Patna Assam Air Products Pvt. Ltd.",,,False,,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
West Bengal,Kolkata,37,707,West Bengal COVID Aid Network,b9b74896-8274-41eb-9475-fffb6fcdd1e8,417,oxygen,9073562583,False,0,0,16,,,Jibandeep oxygen service,Kolkata,,False,,,,,,,,,https://wbcan.org/,,,5/10/2021 11:09:22,Undetermined,Call not answered,,,,,,,,,,,,,,,,,
Rajasthan,Jaipur,30,515,COVIDFYI,02936ef3-c820-43a9-bb9f-787801d58d94,624,oxygen,8700013641,False,0,0,8,,,Hemkunt Foundation Raashi Air Products,,,False,,,,,,,,,,Ramneek (Kee),,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
West Bengal,North 24 Parganas,37,711,West Bengal COVID Aid Network,cb80177e-6bdb-4f00-90f3-9769601dce77,271,oxygen,9674903883,False,0,0,16,,,Not available,Salt lake,,False,,,,,,,,,https://wbcan.org/,,,5/11/2021 11:30:28,Undetermined,Call not answered,,,,,,,,,,,,,,,,,
West Bengal,North 24 Parganas,37,711,West Bengal COVID Aid Network,11c08568-b18f-40ce-ac9f-2d0ddb8989a7,322,oxygen,033 25767192,False,0,0,16,,,Sree Durga Medical Stores,BAGUIHATI,,False,,,,,,,,,https://wbcan.org/,,,5/11/2021 11:38:42,Undetermined,Call not answered,,,,,,,,,,,,,,,,,
Delhi (NCT),New Delhi,12,158,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,20630afd-3b64-4827-a216-80c25b968138,269,oxygen,9810526521,False,0,0,12,,,Oxygen ,Gurugram,Busy,False,,,,,Archana,05/02/21,,,,,,,,,refill & cylinder,Delhi,,,,,,,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,COVIDFYI,611d97e9-47f9-44dc-bb60-112a58eccec8,727,oxygen,9319882200,False,0,0,8,,,"Shyam Oxygen RK OxygenPlot no. 246, Kamlabaad barauliBakshi ka talaab, Chattamil Lucknow",,,False,,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
West Bengal,North 24 Parganas,37,711,West Bengal COVID Aid Network,51b50a9e-5081-44a5-a36b-89da27b930e5,324,oxygen,9331030293,False,0,0,16,,,Ujjal Biswas,Keshtopur,,False,,,,,,,,,https://wbcan.org/,,,5/11/2021 11:38:56,Unavailable,Verified,,,,,,,,,,,,,,,,,
Delhi (NCT),New Delhi,12,158,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,d381caf1-687f-47c0-a37b-b0fdb92cd672,177,oxygen,8860458460,False,0,0,12,,,Abhishek ,,,False,,,,,Simonil,05/01/21,,,,,,,,verified,cylinder,Delhi,,,,,,WhatsApped invite,,,,,,,,,
West Bengal,Howrah,37,704,West Bengal COVID Aid Network,019d0595-f5b1-4eb9-8b77-4f24b2806922,253,oxygen,8013581712,False,0,0,16,,,no name,,,False,,,,,,,,,https://wbcan.org/,,,5/11/2021 11:28:23,Undetermined,Phone Unreachable,,,,,,,,,,,,,,,,,
West Bengal,Kolkata,37,707,West Bengal COVID Aid Network,2c9e0d9c-1698-4d53-bd8d-cab2cbe42b3f,254,oxygen,9832038638,False,0,0,16,,,Riya Gas Agency ,,,False,,,,,,,,,https://wbcan.org/,,,5/11/2021 11:28:33,Unavailable,Verified,,,,,,,,,,,,,,,,,
West Bengal,Kolkata,37,707,West Bengal COVID Aid Network,acd050c6-f572-471a-bb54-76eb4ce39c00,258,oxygen,9007307499,False,0,0,16,,,Saikat Kundu,,,False,,,,,,,,,https://wbcan.org/,,,5/11/2021 11:29:00,Undetermined,Call not answered,,,,,,,,,,,,,,,,,
Delhi (NCT),New Delhi,12,158,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,3225fb33-21d7-44b0-ad4d-7ea571592d39,328,oxygen,9910033792,False,0,0,12,,,Ganpati Gases,"Shop No-16, CSC-2, Pocket D-14, Sector 8, Rohini, Delhi 110085",,False,8178783223,,,,Gopal,05/07/2021,,Contact : Anil Chaddha/Shivani Chaddha,https://aiigma.org/,,,,,3rd_party_verified,refill,Delhi,,,,,,,,,,,,,,,
Andhra Pradesh,Prakasam,5,27,COVIDFYI,e8db9a5f-502a-4871-971c-becb803ca726,929,oxygen,9740272787,False,0,0,8,,,Jamia Ghaisul Huda Sasirekha Agencies,,,False,,,,,,,,,,Vinti Agarwal,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
West Bengal,Kolkata,37,707,West Bengal COVID Aid Network,8bbcc8b8-daf2-458a-ab09-f1fa5a065741,261,oxygen,9123762011,False,0,0,16,,,oxygen tollygunge,Tollygunj,,False,,,,,,,,,https://wbcan.org/,,,5/11/2021 11:29:15,Undetermined,Call not answered,,,,,,,,,,,,,,,,,
Haryana,Yamunanagar,15,222,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,7d53a7cf-92e0-476f-8cc8-0b6e52abcb58,84,oxygen,9416158466,False,0,0,12,,,santosh hospital,,"cylinders currently unavailable, no confirmation as to when would they be available",False,,,,,,,,,,,,,,verified,cylinder,Yamunanagar,,,,,,Not on WhatsApp,,,,,,,,,
West Bengal,Kolkata,37,707,West Bengal COVID Aid Network,3923d08f-37dc-4dbc-a149-623ba11242ef,265,oxygen,8388030406,False,0,0,16,,,no name,,,False,,,,,,,,,https://wbcan.org/,,,5/11/2021 11:29:48,Undetermined,Call not answered,,,,,,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,b89611cd-f456-41cf-a15b-56bdd61740c4,865,oxygen,9666653907,False,0,0,8,,,"Sri Krishna Godavari KAMLESH BHAI, SAPANBHAI",,,False,,,,,,,,BUSY,,Antara Nandy,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
West Bengal,Kolkata,37,707,COVIDFYI,855c191b-1c26-4f8e-9dfc-0f1277475185,701,oxygen,9819909946,False,0,0,8,,,Tripti gases Oxygen Cylinders,,,False,,,,,,,,,,Tanushree Sen,,4/30/2021 21:45:00,,Call again,,,,,,,,,,,,,,,,,
West Bengal,Howrah,37,704,West Bengal COVID Aid Network,c861a0f0-fa3c-4d5e-b77e-d9d5fcaab89d,249,oxygen,9836027699,False,0,0,16,,,no name,Dashnagar,no stock,False,,,,,,,,,https://wbcan.org/,,,5/10/2021 10:44:48,Undetermined,Call not answered,,,,,,,,,,,,,,,,,
Tamil Nadu,Coimbatore,32,539,COVIDFYI,d16dca22-d3d1-4039-a3e1-f4933f5a66f1,451,oxygen,9790942270,False,0,0,8,,,VN Medi Gases Sri Venkateshwara Oxygen,,,False,,,,,,,,,,Kushi/Nethra,,4/27/2021 14:25:00,,Call again,,,,,,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,4e6996f9-fcbb-4b57-9df5-447315d4bb5f,803,oxygen,9724811555,False,0,0,8,,,Pranav Oxygen Upen Bhai oxygen,,,False,,,,,,,,,,Mahesh Chandak,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Uttar Pradesh,Gorakhpur,35,641,COVIDFYI,2612a8c6-3424-4df8-a532-8cc41d68206f,560,oxygen,9889629140,False,0,0,8,,,Lovely gas company Mayur Gases Pvt. Ltd.,,,False,,,,,,,,,,Shilpi Jain,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,d1ef1f1b-45ff-4e5b-ae15-b048c680cec5,846,oxygen,9481631655,False,0,0,8,,,Kulkarni Oxygen Shree Shantinath Shw. Mu. Jain Trust Mandal,,,False,,,,,,,,,,Antara Nandy,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Delhi (NCT),New Delhi,12,158,COVIDFYI,32253765-ed5a-41a4-b2d2-7e19311d4d83,519,oxygen,9919977999,False,0,0,8,,, Mohta Brothers,,,False,,,,,,,,,,Divyanshu / Suhani,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,COVIDFYI,84026f0e-4031-47ff-8355-c3c0ba5c9a9e,406,oxygen,990995959,False,0,0,8,,,Oxygen Suppliers Srinivas,,,False,,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Uttar Pradesh,Varanasi,35,682,COVIDFYI,94b5c70d-0568-45a6-b938-34688a6f92c6,256,oxygen,9919893022,False,0,0,8,,,Kesharwani Electrodes ,,number doesn't work,False,,,25.323814,82.994905,,,,,https://docs.google.com/spreadsheets/d/18sdw0j4-mDr3T-nlBROl3hIwJQta88h16OVbl-zCpQ4/edit#gid=0,Shilpi Jain,,5/1/2021 20:40:00,,Call again,,,,,,,,,,,,,,,,,
Gujarat,Surat,14,200,COVIDFYI,f3034bbb-0dd7-4d2c-9db9-4ed28406d0e3,1043,oxygen,9422045716,False,0,0,8,,,Kolhapur Oxygen Pvt. Ltd. Bonny Antala,,,False,9561260000,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Maharashtra,Mumbai Suburban,22,379,COVIDFYI,44f0698f-c0ad-4acb-b461-d7c20ff35778,654,oxygen,9821274770,False,0,0,8,,,"JAYESH BHAI, DINESH BHAI Will Foundation Borivalli",,,False,,,,,,,,,,Varun Kumar,,4/28/2021 15:28:00,,Available and verified,,,,,,,,,,,,,,,,,
Delhi (NCT),North West Delhi,12,161,COVIDFYI,6045a9c7-5aeb-44e6-9b80-454bce08f5e6,260,oxygen,9717701636,False,0,0,8,,,Oxygen store ,,,False,,,28.6664629,77.1715093,,,,,,Divyanshu,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,COVIDFYI,7542bbfc-7cde-4ba6-9611-0658bf1f182a,131,oxygen,7408290732,False,0,0,8,,,Oxygen Refill Lucknow,,,False,,,26.8704797,80.9704536,,,,,,Natasha Vakil,,4/24/2021 17:25:00,,Call again,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,oxygenblr.in,9dd81e4e-1f70-4261-a2e1-07df50b6d23c,97,oxygen,9789493715,False,0,0,14,,,Hoskote Suppliers,,Not answering,False,,,,,Covid Directory,44323,,,,Bhagya laxmi,,44318,,Verified,Cylinder,Bengaluru,,,,,,,,,,,,,,,
Assam,Kamrup Metropolitan,7,70,COVIDFYI,a3bb51c3-beef-4173-9f5d-2dbed694cb34,568,oxygen,7521086026,False,0,0,8,,,Nameless Assam Air Products Pvt. Ltd.,,,False,,,,,,,,,,Soumya pochiraju,,4/27/2021 14:25:00,,Call again,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,oxygenblr.in,cfd30b0f-2824-4b95-847f-ae868b3aeafe,17,oxygen,7411705113,False,0,0,14,,,Jamai Ghaisul Huda and Jamait Ulama,"Bismillah masjid, Masjid Road, Bismillah Nagar, S.G. Palya, Bangalore",Switched off,False,9986147725,560029,,,oxygenblr.in,44334,,,,Mohit M Rao,,"6th May, 12:40 PM",,verified,Cylinder,Bengaluru,,,,,,,,,,,,,,,
Bihar,Patna,8,112,COVIDFYI,5c9b6da7-8afe-4bd9-846a-64c534dd85b4,957,oxygen,7860023111,False,0,0,8,,,Ketee Welding Store Oxygen,,,False,,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Delhi (NCT),East Delhi,12,157,CW Volunteers,b99af664-6ed3-48b2-b84e-5e25696c1253,60,oxygen,9619832823,False,0,0,11,,98000+gst,oxygen,parpatganj,,False,,,,,cw6,04.05.2021,,for all ,,,,,,,concentrator,,,,,,,,,,,,,,,,
Madhya Pradesh,Indore,21,332,CW Volunteers,b301af38-7327-4644-b5ed-21d0f0e6e4d1,47,oxygen,9826500599,False,0,0,11,,not specified,rajesh kumar jain,indore,,False,,,,,CW10,01.05.2021,,for all,,,,,as per required,,refill,,,,,,,,,,,,,,,,
Maharashtra,Pune,22,387,COVIDFYI,ad63790a-fa5f-4c85-b3ff-840b23e8357b,985,oxygen,9810807576,False,0,0,8,,,Vinayak Oxygen Tripti gases,,,False,,,,,,,,,,Prerna Pradeep,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Haryana,Gurgaon,15,206,COVIDFYI,95c214f8-50d1-4e67-aacc-f3be6c033953,563,oxygen,9869506630,False,0,0,8,,,Dinesh Bhai Smart Solution,,,False,,,,,,,,,,Kashish Bulani,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Haryana,Faridabad,15,204,COVIDFYI,42e69700-4ebb-4ff5-a69e-b4f0d339d645,544,oxygen,9850411738,False,0,0,8,,,Bharat Distributers Seth Air Products,,,False,,,,,,,,,,Kashish Bulani,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,8383d05e-be4f-452a-9186-6cdfdfe046dc,841,oxygen,8400118400,False,0,0,8,,,Inder & Company Shree Godiji Maharaj Jain Derasar Pedhi,,,False,,,,,,,,,,Pritika ,,2021-05-01 15:57,,Call again,,,,,,,,,,,,,,,,,
Maharashtra,Thane,22,394,COVIDFYI,d650e2d5-2396-46f8-bdab-64efc0f8c139,907,oxygen,9889843000,False,0,0,8,,,Rimjhim Ispat Ltd Satramdas Air Products,,,False,,,,,,,,,,Prerna Pradeep,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Delhi (NCT),New Delhi,12,158,Verification App from Ruchika,c259ec4f-a9c4-4beb-85fc-6239ec50aa95,464,oxygen,9898068540,False,0,0,4,,,100 Bed Hospital Nameless,,Pending,False,,,,,,,,,https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,4/27/2021 2:25pm,,pending (not verified),,,,,,,,,,,,,,,BLUjn8sxTrWPj7ht.imagg,,https://drive.google.com/file/d/1K4Z8jpGUKFSHMu0xSE1tFtmyUAsXl-29/view?usp=sharing
Gujarat,Surat,14,200,COVIDFYI,d18f9bb1-eb7b-46ef-ad7e-ad5158b3306b,1044,oxygen,9925110106,False,0,0,8,,,Aims Oxygen Pvt. Ltd. ABC Distributor,,,False,9099160000,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Bihar,Patna,8,112,COVIDFYI,28ba708b-fa0c-4627-8002-26167dcd2158,960,oxygen,9386094153,False,0,0,8,,,Usha Air Products Ltd. Usha Air Products Ltd.,,,False,,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Rajasthan,Udaipur,30,532,COVIDFYI,ccb77312-6441-4834-9955-5c07b8dabb0d,1071,oxygen,9104811112,False,0,0,8,,,"Jayditya Gas Agency, Near Kismat Gathiya, Raiyya Chookdi Earnest Gases Pvt. Ltd.",,,False,,,,,,,,,,Keerthana,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Delhi (NCT),New Delhi,12,158,COVIDFYI,0b0a0cdf-c74a-45ee-8099-4d98ec181b36,468,oxygen,9990431468,False,0,0,8,,,Shariq Husain Nameless,,not picked up. try again,False,,,,,,,,,,Shaurya Goel/Umang Mathur ,,5/1/2021 13:36:00,,Call again,,,,,,,,,,,,,,,,,
Maharashtra,Pune,22,387,COVIDFYI,bf88c1ff-90d2-4fe9-addb-c739a08ee910,988,oxygen,9448821347,False,0,0,8,,,"Galaxy Air Products, Contact Person: R Tothumuthu -",,,False,8867710000,,,,,,,,,Prerna Pradeep,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Telangana,Hyderabad,33,571,COVIDFYI,9f5cb56d-2205-46b3-abb1-49fbaa7ce37e,594,oxygen,9328348021,False,0,0,8,,,Agrawal Vikas Trust Murali Krishna,,,False,,,,,,,,,,Vinti Agarwal,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Maharashtra,Nashik,22,383,COVIDFYI,de0ebc7b-01d4-40eb-a38c-82d85d3266b8,900,oxygen,7309565645,False,0,0,8,,,Harshit Shakya Sunny Industrial Gases Pvt. Ltd.,,,False,,,,,,,,,,Prerna Pradeep,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Uttar Pradesh,Varanasi,35,682,COVIDFYI,d4aaf427-7242-4b60-91d2-fc1acad85451,253,oxygen,7600027303,False,0,0,8,,,Sanrai Med Ind ,,Switched off,False,,,25.329917,82.9961396,,,,,https://docs.google.com/spreadsheets/d/18sdw0j4-mDr3T-nlBROl3hIwJQta88h16OVbl-zCpQ4/edit#gid=0,Shilpi Jain,,5/1/2021 20:36:00,,Pending,,,,,,,,,,,,,,,,,
Bihar,Patna,8,112,COVIDFYI,a62cec6d-722d-4b4a-9cfb-c1f6aa12091d,954,oxygen,9422222875,False,0,0,8,,,Sharaddha Air Product Oxygen Cylinders Available for 60k,,,False,,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Uttar Pradesh,Kanpur Dehat,35,650,Care,1fcba053-ab1c-472b-9e9a-ad1d19df6218,680,oxygen,98330157188850450000,False,0,0,1,Daily 50 - 80 cylinders but requested to whatsapp or DM on instagram instead of call,,Shri Tardeo Swetamber Murtipujak Jain Sangh,Harshit Shakya,Available,False,,,,,,,,Kanpur,https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,"April 25, 2021 7:24 PM",,,Oxygen - Refill,,,,,,,,,,,,,,,,
West Bengal,Kolkata,37,707,Care,2a718417-e24b-44a8-a8eb-49aee3289076,658,oxygen,7947406045,False,0,0,1,www.sridharhomecare.com,,Sridhar Healthcare Solutions,,"Cylinder available but flowmeter unavailable,",False,,,,,,4/24/2021 3:54 PM,,home delivery 7.30pm,https://www.justdial.com/Kolkata/Sridhar-Healthcare-Solutions-Near-Butter-Butterfly-School-Dakshineswar-belgharia/033PXX33-XX33-181008183017-K4D6_BZDET?xid=S29sa2F0YSBPeHlnZW4gQ3lsaW5kZXIgRGVhbGVycw==,Barnali Banerjee,,"April 24, 2021 3:54 PM",Available,,Cylinder,,,,,,,,,,,,,,,,
Uttar Pradesh,Mathura,35,661,Care,3df30aac-ae2f-4e53-a87f-fb3567157a02,608,oxygen,9701611160,False,0,0,1,will be available after 10 pm today (25th April),,Ravi Oxygen,Universal Gas Company,Unavailable Stock,False,,,,,,,,,https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,"April 25, 2021 7:24 PM",,,Oxygen,,,,,,,,,,,,,,,,
Uttar Pradesh,Allahabad,35,610,COVIDFYI,ee8a64ac-b0ab-4483-baf5-740e8729b0f8,302,oxygen,8726772225,False,0,0,8,,,- Prayag Drug agency,,,False,,,,,,,,,,Shilpi Jain,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,Care,ac09e8a5-dce8-467f-9251-ce50b04a19a4,537,oxygen,8400118400,False,0,0,1,,,Inder & Company,Shree Godiji Maharaj Jain Derasar Pedhi,Third Party Verified,False,,,,,,,,"12, Vijay Vallabh Chowk, Pydhonie, Mumbai- 400003",,,,"April 25, 2021 7:24 PM",,,Oxygen,,,,,,,,,,,,,,,,
Uttar Pradesh,Kanpur Dehat,35,650,Care,b3c0f893-9e81-4c23-b410-41b65298e955,687,oxygen,9815221969,False,0,0,1,Switched off,,Orbit Gases,Oxygen,Unreachable,False,,,,,,,,,https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,"April 25, 2021 7:24 PM",,,Oxygen,,,,,,,,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,COVIDFYI,e11b1d5c-a4e6-4e87-b3d3-4aed3a9a7c67,720,oxygen,9343175633,False,0,0,8,,, Oxygen,,,False,,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Himachal Pradesh,Mandi,16,230,Care,aa12727b-924d-4fc4-8cae-93a3da25b59d,614,oxygen,8754479833,False,0,0,1,,,SICGIL SOL Ltd.,Mandav Air Products,Available,False,,,,,,,,,https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,"April 25, 2021 7:24 PM",,,Oxygen,,,,,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,Care,8498a9ba-0213-47f0-8f1f-9294664e723c,511,oxygen,9481631655,False,0,0,1,,,Kulkarni Oxygen,Shree Shantinath Shw. Mu. Jain Trust Mandal,Third Party Verified,False,,,,,,,,"Aaradhna Bhavan, 2nd Flr, Pragati Ind. Estate, NM Joshi Marg, Delai Road, Lower Parel E, Mumbai-13",,,,"April 25, 2021 7:24 PM",,,Oxygen Cylinders For Home Use,,,,,,,,,,,,,,,,
Delhi (NCT),New Delhi,12,158,COVIDFYI,1d5fdf23-689f-4c6e-85be-602975f507cb,179,oxygen,8743014143,False,0,0,8,,,Saanjh ,,,False,9911111313,,28.6499321,77.1364333,,,,DID NOT PICK,,Umang Mathur,,4/27/2021 14:23:00,,Call again,,,,,,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,b942d322-f3ad-4962-b722-01ed4deabeb6,880,oxygen,8588078964,False,0,0,8,,,Kanhaiya Gowaliya Tank,,,False,,,,,,,,Switched off,,Antara Nandy   Brahamjyot Kaur,,5/3/2021 16:01:50,,Pending,,,,,,,,,,,,,,,,,
Kerala,Palakkad,1,9,COVIDFYI,92289ee8-ebb4-4d69-a32d-cbee78ffc3b1,930,oxygen,8707347003,False,0,0,8,,, Arun Oxygen,,,False,,,,,,,,,,Bharath Alur,,5/1/2021 15:49:44,,Pending,,,,,,,,,,,,,,,,,
Maharashtra,Pune,22,387,COVIDFYI,046cb157-33f4-4eb7-b5e8-a57a84884231,987,oxygen,9847374747,False,0,0,8,,,Das Air Product ,,,False,,,,,,,,,,Prerna Pradeep,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
