state,district,state_id,district_id,data_name,external_id,data_id,category,phone_1,is_duplicate,downvotes,upvotes,created_job,email,price,title,address,comment,deleted,phone_2,pincode,latitude,longitude,created_by,created_on,Assigned_to,description,source_link,verified_by,resource_type,last_verified_on,quantity_available,verification_status,last verified,resource type,city,pin_code,hospital_available_icu_beds,hospital_available_normal_beds,hospital_available_oxygen_beds,hospital_available_ventilator_beds,🔒 Row ID,Selected By User,Verification Image,oxygen supplier willing to join WhatsAppBot
Uttarakhand,Bageshwar,36,684,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,6b990445-58e9-4904-b71b-f977c584f9f5,456,hospital,1234567890,False,0,0,12,,,Bageshwar Covid Beds,Bageshwar,,False,,,,,Gopal,05/10/2021,,Refer source link for Hospital bed occupancy.,http://covid19.uk.gov.in/bedssummary.aspx,,,,,verified,,accepts_covid,Kolhapur,,,,,,,,,
Jharkhand,East Singhbhum,18,260,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,f9733498-5c74-491a-a711-ee6f910587df,480,hospital,1234567890,False,0,0,12,,,Hospital Beds - East Singhbhum,,,False,,,,,Gopal,05/10/2021,,Refer source link for covid bed/Oxygen/other resources availability,https://docs.google.com/spreadsheets/d/1foeKIDRi_U6VTsyv1s_Hi3-5dWbQfIBrARgjeQDgwaU/edit?usp=sharing,,,,,3rd_party_verified,,accepts_covid,East Singhbhum,,,,,,,,,
Bihar,Lakhisarai,8,105,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,18f519fd-697c-4813-a012-a83323ac249c,487,hospital,1234567890,False,0,0,12,,,Hospital Beds - Lakhisarai,,,False,,,,,Gopal,05/10/2021,,Refer source link for covid bed/Oxygen/other resources availability,https://docs.google.com/spreadsheets/d/1foeKIDRi_U6VTsyv1s_Hi3-5dWbQfIBrARgjeQDgwaU/edit?usp=sharing,,,,,3rd_party_verified,,accepts_covid,Lakhisarai,,,,,,,,,
Bihar,Patna,8,112,CW Volunteers,cdf8d18c-bcec-4658-9499-3be7e2d02787,39,hospital,8434604309,False,0,0,11,,Critical Patients,Hospital,Saket Hospital,,False,,,,,cw12,01.05.2021,,for all,,,,,as per required,,,oxygen bed,,,,,,,,,,
Bihar,Vaishali,8,123,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,8c8442e4-5493-46e5-bbf9-94a5bd097d21,505,hospital,1234567890,False,0,0,12,,,Hospital Beds - Vaishali,,,False,,,,,Gopal,05/10/2021,,Refer source link for covid bed/Oxygen/other resources availability,https://docs.google.com/spreadsheets/d/1foeKIDRi_U6VTsyv1s_Hi3-5dWbQfIBrARgjeQDgwaU/edit?usp=sharing,,,,,3rd_party_verified,,accepts_covid,Vaishali,,,,,,,,,
Delhi (NCT),South Delhi,12,163,One time verified numbers,85714ab6-b87a-403c-9165-459c5975c500,4,hospital,8588890999,False,0,0,9,,,Majeeda Hospital Delhi,Hamdard Nagar,,False,,,,,,,,,,,,,,,,,Hamdard Nagar,,,,,,,,,
Delhi (NCT),New Delhi,12,158,CW Volunteers,0e75403a-8cea-4273-83a8-9bc7f02e04b3,58,hospital,6398377083,False,0,0,11,,Not specified ,Hospital ,"Burari hospital, sant nirankari sargam ground",,False,,,,,,04.05.2021,,For all,,,,,900,,,oxygen bed,,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,One time verified numbers,9a4f53ab-2351-4ed9-aae3-a1bbed6b3024,116,hospital,8953289849,False,0,0,9,,,Mayo Hospital,lucknow,VENTILATOR BEDS,False,,,,,,,,Rohit shukla indus hosp. lucknow,,,,,,,,ICU Bed,,,,,,,,,,
Bihar,Patna,8,112,CW Volunteers,f2db6bb9-3c6a-41dc-a82e-ca315c55667b,37,hospital,8294878472,False,0,0,11,,depend on condition of patient,Hospital,central hospital patna,,False,,,,,cw12,01.05.2021,,for all,,,,,as per required,,,oxygen bed,,,,,,,,,,
Delhi (NCT),New Delhi,12,158,One time verified numbers,764fdac4-4c61-4c34-89ad-51fb7e8d8f4b,118,hospital,9650203070,False,0,0,9,,,Tulsi Multispeciality Hospital & critical Cre Unit ,,23 Beds without Oxygen,False,,,,,,,,,,,,11:52 AM,,Verified,,,,,,23 Beds without Oxygen,,,,,,
Delhi (NCT),New Delhi,12,158,CW Volunteers,2cef0347-888b-46e1-bf14-b97cbb173c91,69,hospital,8046820570,False,0,0,11,,,hospita;,loknayak hospital,,False,,,,,cw6,05.05.2021,,for all,,,,,,,,oxygen bed,,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,6f8c778f-8aec-4953-840b-a7add5869d0f,229,hospital,9904077774,False,0,0,12,,,Altis Hospital," IIM Road, Madiyanva, Mutkkipur, Uttar Pradesh 226020",Normal Oxygen Support+ICU Oxygen Support provided.,False,,,,,Gopal,05/02/21,,Incharge District Officer Order dated 24.04.2021,https://beds.dgmhup-covid19.in/EN/covid19bedtrack,,,,,verified,,accepts_covid,Lucknow,226020,,,,,,,,
West Bengal,North 24 Parganas,37,711,COVIDFYI,610067d3-8d47-4779-aad0-5a49a5e84e5c,3348,hospital,3325527421,False,0,0,8,chhotojaguliabphc@rediffmail.com,,Chhoto Jagulia B.P.H.C.,,,False,,,,,,,,,https://www.wbhealth.gov.in/pages/search_hospitals,,,4/27/2021 14:35:00,,Pending,,,,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,56daecdf-c779-43cf-a614-a66ad2f1e14f,317,hospital,8756095989,False,0,0,12,,,Metro Hospital & Trauma Centre,"1/25, Bypass Rd, Vijay Khand, Vijay Khand 2, Gomti Nagar, Lucknow, Uttar Pradesh 226010",ICU Oxygen Support+Ventilator Support provided.,False,8896650786,,,,Gopal,05/05/2021,,Incharge District Officer Order dated 24.04.2021,,,,,,verified,,accepts_covid,Lucknow,,,,,,,,,
Uttarakhand,Almora,36,683,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,063c44c4-1ced-4f96-8bdb-f9667b3f2f99,455,hospital,1234567890,False,0,0,12,,,Almora Covid Beds,Almora,,False,,,,,Gopal,05/10/2021,,Refer source link for Hospital bed occupancy.,http://covid19.uk.gov.in/bedssummary.aspx,,,,,verified,,accepts_covid,Almora,,,,,,,,,
Uttar Pradesh,Shahjahanpur,35,674,COVIDFYI,2cfa4b86-ad98-4531-a163-bfeadddd41a7,4095,hospital,9927167788,False,0,0,8,,,Rohilkhand Hospital,,,False,9358617603,,,,,,,,http://dgmhup.gov.in/documents/Compendium_DOMHFW.pdf,,,4/22/2021 18:33:00,,Available and verified,,,,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,3cd0bf7e-290e-4967-a895-aa2048e35a62,192,hospital,9076610273,False,0,0,12,,,Urmila Hospital,"2/6B Adarsh park Road Near St Joseph School, Priyadarshini Colony",Normal Oxygen Support+ICU Oxygen Support+Ventilator Support provided.,False,9455020306,,,,Gopal,05/01/21,,Incharge District Officer Order dated 24.04.2021,https://beds.dgmhup-covid19.in/EN/covid19bedtrack,Gopal,,5/6/2021 12:30,,verified,,accepts_covid,Lucknow,,,,,,,,,
Gujarat,Surat,14,200,COVIDFYI,b7d95f21-4b39-42f5-a39d-74b7f29bed11,3668,hospital,7567443733,False,0,0,8,healthcare@mahavirhospitals.com,,Mahavir Hospital,,,False,261408200,,,,,,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,,,4/24/2021 12:23:00,,Available and verified,,,,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,da52b145-97cd-4e36-a117-79a730a2259c,225,hospital,9415010868,False,0,0,12,7499171613,,King George's Medical Centre,"Shah Mina Rd, Chowk, Lucknow, Uttar Pradesh 226003",,False,9415119740,,,,Gopal,05/02/21,,Incharge District Officer Order dated 24.04.2021,https://beds.dgmhup-covid19.in/EN/covid19bedtrack,,,,,verified,,accepts_covid,Lucknow,226003,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,ade53475-9720-4ee1-9beb-a9f239351b7b,41,hospital,9916088888,False,0,0,12,,,Akash Hospital Devanahalli ,,Not picking up,False,,,,,Simonil,04/30/21,,Dr. Jayachandra,,Disha,,5/8/21 18:42,,unreachable,,,Bangalore,,,,,,,,,
Uttar Pradesh,Bareilly,35,622,COVIDFYI,8ad19126-6fd4-478b-a66e-5e0fe388b825,4181,hospital,5812530800,False,0,0,8,,,Khuslok Hospital,,,False,9760701234,,,,,,,,https://www.justdial.com/Bareilly/Khushlok-Hospital-Near-Sindhi-Market-Model-Town-Police-Chowki-Model-Town/9999PX581-X581-130530214338-Y4C8_BZDET?source=SHARE&amp=1,,,4/27/2021 14:35:00,,Pending,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,c773ed68-c7ae-4947-b66f-f587f16547eb,43,hospital,9481523480,False,0,0,12,,,Sri Lakshmi Hosptials Kaggadasanapura,,Switched off,False,,,,,Simonil,04/30/21,,Sri. Santosh,,Disha,,5/8/21 18:44,,unreachable,,,Bangalore,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,6591b03a-64cd-4deb-9985-8b01c19a58eb,107,hospital,7860021982,False,0,0,12,,,Gayatri Hospital & Trauma Centre,"20, Lucknow - Faizabad Rd, Kailash Kunj, Ravindra Palli, Lucknow, Uttar Pradesh ",ICU/Ventilator support not available.,False,9918101001,,,,Gopal,04/30/21,,,liferesources.in/uttar_pradesh,,,,2-3 patients can take with Oxygen requirement upto 2 litres.,verified,,accepts_covid,Lucknow,226016,,,,,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,283b8767-e3ba-4bd9-b9e8-0b9ed59da628,232,hospital,9415140789,False,0,0,12,05224082590,,Nishat Hospital,"Mosque, 3, J.C.Bose Marg, Kaiserbagh Officer's Colony, Lalbagh, Lucknow, Uttar Pradesh 226001",Normal Oxygen Support+ICU Oxygen Support+Ventilator Support provided.,False,9936238051,,,,Gopal,05/02/21,,Incharge District Officer Order dated 24.04.2021,https://beds.dgmhup-covid19.in/EN/covid19bedtrack,,,,,verified,,accepts_covid,Lucknow,226001,,,,,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,4ae870d3-1b78-4090-93a9-acf8dd58731e,242,hospital,8429029801,False,0,0,12,,,Apollomedics Super Speciality Hospitals,"KBC 31, Kanpur - Lucknow Rd, Sector B, LDA Colony, Lucknow, Uttar Pradesh 226012",ICU Oxygen Support+Ventilator Support provided.,False,077050 02277,,,,Gopal,05/02/21,,Incharge District Officer Order dated 24.04.2021,https://beds.dgmhup-covid19.in/EN/covid19bedtrack,,,,,verified,,accepts_covid,Lucknow,226012,,,,,,,,
Uttar Pradesh,Bijnor,35,625,COVIDFYI,66b77af1-7a5f-483e-a389-b84e638fde2b,4008,hospital,7055754433,False,0,0,8,,,An Care And Cure Multispeciality Hospital And Trauma Centre,,,False,7055754433,,,,,,,,http://dgmhup.gov.in/documents/Compendium_DOMHFW.pdf,,,4/22/2021 18:39:00,,Available and verified,,,,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,78aed14c-ad52-4949-942f-43745bc94358,307,hospital,9919666077,False,0,0,12,,,Radha Krishnam Sarkar Multispeciality Hospital,"63-A, Krishna Nagar, Lucknow",Normal Oxygen Support+ICU Oxygen Support+Ventilator Support provided.,False,,,,,Gopal,05/05/2021,,Incharge District Officer Order dated 24.04.2021,,,,,,verified,,accepts_covid,Lucknow,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,7aaf8e86-cd1f-4a39-b74c-9a7691a760e6,321,hospital,9198415555,False,0,0,12,,,Revanta Hospital,"Near LIC Office, Sarfarazganj, Hardoi Rd, Balaganj, Lucknow, Uttar Pradesh 226003",Normal Oxygen Support+ICU Oxygen Support+Ventilator Support provided.,False,,,,,Gopal,05/05/2021,,Incharge District Officer Order dated 24.04.2021,,,,,,3rd_party_verified,,accepts_covid,Lucknow,,,,,,,,,
Maharashtra,Mumbai City,22,378,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,472f5f7f-8d43-4fcf-98d4-1a5facdc1433,114,hospital,022-23082714,False,0,0,12,,,Nair Hospital,Mumbai Central,,False,,,,,Pawan,04/30/21,,,,,,,,unreachable,,,Mumbai,,,,,,,,,
Bihar,Darbhanga,8,95,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,71251899-5eba-4262-8b49-5af30d1cc8f9,476,hospital,1234567890,False,0,0,12,,,Hospital Beds - Darbhanga,,,False,,,,,Gopal,05/10/2021,,Refer source link for covid bed/Oxygen/other resources availability,https://docs.google.com/spreadsheets/d/1foeKIDRi_U6VTsyv1s_Hi3-5dWbQfIBrARgjeQDgwaU/edit?usp=sharing,,,,,3rd_party_verified,,accepts_covid,Darbhanga,,,,,,,,,
Bihar,Katihar,8,102,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,d72f83d0-f5c4-47a2-af3b-3a04d39f048b,484,hospital,1234567890,False,0,0,12,,,Hospital Beds - Katihar,,,False,,,,,Gopal,05/10/2021,,Refer source link for covid bed/Oxygen/other resources availability,https://docs.google.com/spreadsheets/d/1foeKIDRi_U6VTsyv1s_Hi3-5dWbQfIBrARgjeQDgwaU/edit?usp=sharing,,,,,3rd_party_verified,,accepts_covid,Katihar,,,,,,,,,
Gujarat,Surat,14,200,COVIDFYI,dae9b114-b093-454f-a536-6038926d929e,3669,hospital,9978807619,False,0,0,8,,,Nirmal Hospital,,,False,,,,,,,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,,,4/24/2021 13:52:00,,Unresponsive,,,,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,72d27aa5-d47f-45e2-9d3a-d23ce30f329e,117,hospital,9455577777,False,0,0,12,,,Mercy Hospital,"Ring Road, Near Tedhi Pulia",Oxygen support not provided.,False,,,,,Gopal,04/30/21,,,liferesources.in/uttar_pradesh,,,,,verified,,accepts_covid,Lucknow,,,,,,,,,
Maharashtra,Mumbai City,22,378,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,db74e1cd-0df4-47f9-a323-64512a49d609,119,hospital,87797 82434,False,0,0,12,,,Rajpal Hospital,Navi Mumbai ,Beds are available but NNC has stopped the hospital from taking any more admissions so currently they are not accepting because of shortage of O2,False,,,,,Pawan,04/30/21,,,,,,,,verified,,,Mumbai,,No,No,No,No,,,,
Madhya Pradesh,Bhopal,21,319,COVIDFYI,2aee153a-99d7-451c-b953-316fc5273a55,3786,hospital,9993366621,False,0,0,8,,,Chirayu Hospital,,,False,,,,,,,,,https://twitter.com/_cpsharma/status/1386314684517687302,,,4/25/2021 19:28:00,,Unresponsive,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,ac67abe6-f6c6-4fcd-b537-b0c992cc005f,120,hospital,77000 19043,False,0,0,12,,,Venus Hospital,Ghansoli,Beds are available but quantity the receptionist didn't know. ,False,,,,,Pawan,04/30/21,,,,,,,,verified,,accepts_covid,Mumbai,,Yes,Yes,Yes,Yes,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,a98f7e65-f0b5-48a2-8ab8-0c78cd46d59b,122,hospital,8400000643,False,0,0,12,9793436666,,GCRG Hospital,"Chandrika Devi Rd, Bakshi Ka Talab, Lucknow, Uttar Pradesh 226001",ICU Oxygen Support+Ventilator Support provided.,False,9450020898,,,,Gopal,04/30/21,,Incharge District Officer Order dated 24.04.2021,,,,,,3rd_party_verified,,accepts_covid,Lucknow,,,,,,,,,
Uttar Pradesh,Kanpur Dehat,35,650,COVIDFYI,c4afbc0a-8208-415b-955d-8954318b3847,4051,hospital,7572066699,False,0,0,8,,,D.S Memorial Hospital,,,False,7572066699,,,,,,,,http://dgmhup.gov.in/documents/Compendium_DOMHFW.pdf,,,4/27/2021 14:35:00,,Pending,,,,,,,,,,,,
Uttar Pradesh,Allahabad,35,610,COVIDFYI,23ce56d7-5f01-43cc-8a97-ef3708ca585a,3991,hospital,9839054661,False,0,0,8,,,Kamala Nehru Memorial Hospital,,,False,9792926555,,,,,,,,http://dgmhup.gov.in/documents/Compendium_DOMHFW.pdf,,,4/22/2021 14:16:00,,Unresponsive,,,,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,e626da9a-7b71-4a4d-8488-04787d9ad307,247,hospital,9990870070,False,0,0,12,,,ESIC Hospital,Sarojini Nagar,,False,05222473814,,,,Gopal,05/02/21,,Incharge District Officer Order dated 24.04.2021,,,,,,3rd_party_verified,,accepts_covid,Lucknow,,,,,,,,,
Uttar Pradesh,Azamgarh,35,615,COVIDFYI,b550674a-68b7-4403-a09b-c89ae3487eea,3994,hospital,8726000000,False,0,0,8,,,Life Line Hospital,,,False,8726031223,,,,,,,,http://dgmhup.gov.in/documents/Compendium_DOMHFW.pdf,,,4/22/2021 14:39:00,,Available and verified,,,,,,,,,,,,
Haryana,Gurgaon,15,206,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,a2c37046-9584-4319-95d6-b4e76d96185a,521,hospital,9811355275,False,0,0,12,,,Covid Care Centre - Gurugram,"Tribo Trend Blooms Premier, #591, Sector-56, Gurugram",,False,,,,,Gopal,05/11/2021,,Contact - Gaurav,,,,,,3rd_party_verified,,accepts_covid,Gurgaon,,,,,,,,,
Telangana,Hyderabad,33,571,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,2f163c2a-e645-4a2a-801c-c741b7d97832,323,hospital,9492035398,False,0,0,12,,,Vinn Hospital,"7-1-21, Railway Station Rd, opp. Metro Station Begumpet, Uma Nagar, Begumpet, Hyderabad, Telangana 500016",,False,,,,,Siddharth,05/06/2021,,,,,,,,verified,,accepts_covid,Hyderabad,,,,,,,,,
Rajasthan,Sri Ganganagar,30,530,Verification App from Ruchika,3e5e0bbe-7cdd-45a9-b928-7774b9240123,1721,hospital,9414090854,False,0,0,4,,,"Jan Sewa Hospital, Tantia University",,Invalid,False,,,,,,"April 19, 2021 1:18pm",,,http://www.rajswasthya.nic.in/PDF/Notification%20Fully%20Dedicated%2005-04-2020.pdf,Varun Kumar,,4/27/2021 2:41pm,,pending (not verified),,,,,,,,,k3TEjdQVToWfm9EI7QpnEQ,,https://drive.google.com/file/d/1K4Z8jpGUKFSHMu0xSE1tFtmyUAsXl-29/view?usp=sharing,
Uttar Pradesh,Lucknow,35,657,COVIDFYI,5e4080ae-5d5f-4b0b-8b63-8fb2c2d72de8,4110,hospital,9588160614,False,0,0,8,,,Ambulance Services ,,,False,,,,,,,,,twitter ,,,4/27/2021 14:35:00,,Pending,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,20d17cd5-9d5e-4b30-98fa-68ffcef1c4b8,30,hospital,9448077253,False,0,0,12,,,Mallige Hospital Sheshadripuram,,no answer,False,,,,,Simonil,04/30/21,,Dr. Purushotham,,Disha,,5/8/21 18:32,,unreachable,,,Bangalore,,,,,,,,,
Maharashtra,Mumbai City,22,378,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,f2038e0d-216a-4015-886b-efd5ae53ba91,123,hospital,022-71979797,False,0,0,12,,,Reliance Hospital,Navi Mumbai ,Unreachable,False,,,,,Pawan,04/30/21,,,,,,,,unreachable,,,Mumbai,,,,,,,,,
Telangana,Hyderabad,33,571,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,d0bafd64-9353-4045-a014-1075cf4e7c03,149,hospital,9182327901,False,0,0,12,,,Supraja hospital,,,False,,,,,Nikita,05/01/21,,,,,,,,verified,,,Hyderabad,,No,Available ,No,No,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,5c9f4c72-904d-4f4f-a215-02a8cbd6cfad,194,hospital,0522-2851181,False,0,0,12,,,CIMS Hospital,"Sitapur - Hardoi Bypass Road, Near I.I.M., Ghailla, Lucknow, Uttar Pradesh 226020",,False,0522 296 0439,,,,Gopal,05/01/21,,,external.sprinklar.com,,,,,3rd_party_verified,,accepts_covid,Lucknow,,,,,,,,,
West Bengal,Howrah,37,704,Verification App from Ruchika,ccc94bbc-7bfa-4cd9-a66f-afaedb4a099d,1925,hospital,3326530114,False,0,0,4,,,"Esi Hospital, Batikuri",,Unresponsive,False,,,,,,"April 19, 2021 1:18pm",,,https://www.wbhealth.gov.in/uploaded_files/corona/COVID19_Hospitals-59_List.pdf,Varun Kumar,,4/24/2021 12:48pm,,pending (not verified),,,,,,,,,rwzV6ZNdQnG8EfDiVRwpNw,,https://drive.google.com/file/d/1K4Z8jpGUKFSHMu0xSE1tFtmyUAsXl-29/view?usp=sharing,
Gujarat,Gandhinagar,14,180,COVIDFYI,ba5eff80-2883-49fd-9536-d23375bdc4cd,3617,hospital,8980002120,False,0,0,8,medicalsuperintendent@goenkahospital.org,,Goenka Hospital,,,False,,,,,,,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,,,4/24/2021 13:09:00,,Unresponsive,,,,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,fb431bd4-5105-4343-a343-d3b70569a6f0,284,hospital,9450374007,False,0,0,12,,,A-One Hospital,"labour ada, Pakkapul Bandha Rd, Adarsh Puram, Fazullaganj, Lucknow, Uttar Pradesh 226020",Normal Oxygen Support+ICU Oxygen Support+Ventilator Support provided.,False,,,,,Gopal,05/04/2021,,Incharge District Officer Order dated 24.04.2021,,,,,,verified,,accepts_covid,Lucknow,,,,,,,,,
Kerala,Kottayam,1,5,COVIDFYI,292fd34e-b727-495d-8075-1dd938bfd955,3768,hospital,9447239277,False,0,0,8,,,Medical College Hospital,,,False,,,,,,,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/03/83744569_2653648304863977_9161871785963028480_o-1.jpg,,,4/22/2021 18:09:00,,Available and verified,,,,,,,,,,,,
Rajasthan,Sikar,30,528,COVIDFYI,a1775b6d-2308-4b9c-86e6-2e10f34db317,3958,hospital,9783859589,False,0,0,8,,,Shri Ram Trauma & Super Specialty Hospital,,,False,,,,,,,,,http://www.rajswasthya.nic.in/PDF/Notification%20Fully%20Dedicated%2005-04-2020.pdf,,,4/24/2021 12:28:00,,Available and verified,,,,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,24852ef2-253f-44ff-8620-913c9a03c03b,294,hospital,9696586266,False,0,0,12,,,Charak Hospital ,"Jehta Road, Lucknow",ICU Oxygen Support+Ventilator Support provided.,False,,,,,Gopal,05/04/2021,,Incharge District Officer Order dated 24.04.2021,,,,,,verified,,accepts_covid,Lucknow,,,,,,,,,
Uttar Pradesh,Allahabad,35,610,COVIDFYI,3b98b516-a8f2-4369-9840-922d554ca89a,3990,hospital,7007610062,False,0,0,8,,,United Medicity,,,False,9721277444,,,,,,,,http://dgmhup.gov.in/documents/Compendium_DOMHFW.pdf,,,4/22/2021 14:10:00,,Unresponsive,,,,,,,,,,,,
Uttar Pradesh,Baghpat,35,616,COVIDFYI,1d096a71-467b-45d4-a0c1-9ab7fa623a49,3997,hospital,9811171555,False,0,0,8,,,Sarvodaya Hospital And Institute Of Medical Science,,,False,9811171555,,,,,,,,http://dgmhup.gov.in/documents/Compendium_DOMHFW.pdf,,,4/22/2021 14:45:00,,Available and verified,,,,,,,,,,,,
Bihar,Muzaffarpur,8,109,COVIDFYI,7fd71634-8a2b-4123-b3b9-66aeb31574d0,4090,hospital,8923256659,False,0,0,8,,,Muzaffarnagar Medical College,,,False,9988682822,,,,,,,,http://dgmhup.gov.in/documents/Compendium_DOMHFW.pdf,,,4/27/2021 14:42:00,,Unavailable but verified,,,,,,,,,,,,
Uttar Pradesh,Bhadohi,35,624,COVIDFYI,86353751-e87c-4029-b63e-365cdd2de96f,4005,hospital,9451660072,False,0,0,8,,,Pratima Hospital And Truama Centre,,,False,9451660072,,,,,,,,http://dgmhup.gov.in/documents/Compendium_DOMHFW.pdf,,,4/22/2021 15:10:00,,Unresponsive,,,,,,,,,,,,
Uttarakhand,Chamoli,36,685,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,1a9f6c99-e5b4-4239-afee-455128825162,457,hospital,1234567890,False,0,0,12,,,Chamoli Covid Beds,Chamoli,,False,,,,,Gopal,05/10/2021,,Refer source link for Hospital bed occupancy.,http://covid19.uk.gov.in/bedssummary.aspx,,,,,verified,,accepts_covid,Chamoli,,,,,,,,,
Maharashtra,Mumbai City,22,378,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,1c3465ff-ff64-4024-b363-374aae34b50d,134,hospital,022 4222 7777,False,0,0,12,,,Guru Nanak Hospital,Bandra East,No beds available currently,False,,,,,Pawan,04/30/21,,,,,,,,verified,,,Mumbai,,,,,,,,,
Maharashtra,Mumbai City,22,378,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,5cef7d85-5f91-48f5-a6e1-be7c5799d47b,135,hospital,93215 76570,False,0,0,12,,,Holy Family Hospital ,Andheri East,No private beds or ICU available currently (Apr 30th). To check on the private bed status at 11 am every morning. General wards beds are allotted by BMC War Rooms,False,,,,,Pawan,04/30/21,,,,,,,,verified,,,Mumbai,,,,,,,,,
Bihar,Madhubani,8,107,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,12e13934-a280-412c-accd-7c6c00d796d4,490,hospital,1234567890,False,0,0,12,,,Hospital Beds - Madhubani,,,False,,,,,Gopal,05/10/2021,,Refer source link for covid bed/Oxygen/other resources availability,https://docs.google.com/spreadsheets/d/1foeKIDRi_U6VTsyv1s_Hi3-5dWbQfIBrARgjeQDgwaU/edit?usp=sharing,,,,,3rd_party_verified,,accepts_covid,Madhubani,,,,,,,,,
West Bengal,Hooghly,37,703,Verification App from Ruchika,cc04b806-04a1-4b23-b792-0a1b873f9cb2,1918,hospital,3326312827,False,0,0,4,,,"Esi Hospital, Bandel",,Unresponsive,False,,,,,,"April 19, 2021 1:18pm",,,https://www.wbhealth.gov.in/uploaded_files/corona/COVID19_Hospitals-59_List.pdf,Nidhi Rungta,,4/22/2021 6:37pm,,pending (not verified),,,,,,,,,4SI4WTkBRGucP6L6zJtDfg,,https://drive.google.com/file/d/1K4Z8jpGUKFSHMu0xSE1tFtmyUAsXl-29/view?usp=sharing,
Bihar,Munger (Monghyr),8,108,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,6954bedc-4476-482b-af5f-d84713370919,491,hospital,1234567890,False,0,0,12,,,Hospital Beds - Munger,,,False,,,,,Gopal,05/10/2021,,Refer source link for covid bed/Oxygen/other resources availability,https://docs.google.com/spreadsheets/d/1foeKIDRi_U6VTsyv1s_Hi3-5dWbQfIBrARgjeQDgwaU/edit?usp=sharing,,,,,3rd_party_verified,,accepts_covid,Munger,,,,,,,,,
